symbol,security_id,exchange_segment,week_start,entry_level,level_52,hi_short2,close_1,ema_fast_prev,ema_fast_len,ema_slow_prev,ema_slow_len,ema_slow_2,rsi_len,rsi_avg_gain,rsi_avg_loss,rsi_prev_close,rsi_1,macd_fast,macd_slow,macd_signal,macd_ema_fast,macd_ema_slow,macd_sig,vol_sma_len,vol_sma_sum_prev,g_ema_fast,g_ema_slow,g_ema_slow_2,g_rsi,g_rsi_1,g_hist,prev_daily_close,prev_daily_open,mcap,logic_version
AARTIDRUGS,4481,NSE_EQ,2026-09-21,453.6499938964844,534.0,453.6499938964844,431.79998779296875,406.84827773116064,20,407.06707333856906,50,406.0575666261446,14,5.661361656054107,3.5215658584433007,431.79998779296875,61.65094570458406,12,26,9,415.2121641858834,404.20132010208084,6.133794786756662,10,8114164.0,406.84827773116064,407.06707333856906,405.1415489374158,61.65094570458406,60.640643905433045,4.877049297045906,431.79998779296875,428.3500061035156,3979.37,3
AARTIIND,7,NSE_EQ,2026-09-21,551.75,551.75,551.75,491.1499938964844,486.63931682339745,20,460.5135783811037,50,459.26311244170034,14,8.372892426085823,7.3245987800600485,491.1499938964844,53.339048362120906,12,26,9,497.3696959486695,478.7344393149514,20.836191803161043,10,52588343.0,486.63931682339745,460.5135783811037,457.8983410227072,53.339048362120906,53.71792495268924,-2.2009351694429,491.1499938964844,476.6499938964844,18050.06,3
AARTIPHARM,13868,NSE_EQ,2026-09-21,932.5999755859375,932.5999755859375,932.5999755859375,820.4000244140625,756.7814401305786,20,741.6441629737741,50,738.4296380170276,14,17.608864743510846,12.073610813380084,820.4000244140625,59.32411098852186,12,26,9,779.9835552901988,749.2259217955742,12.799468514262998,10,36055570.0,756.7814401305786,741.6441629737741,734.8165615194764,59.32411098852186,60.27415442641271,17.958164980361545,820.4000244140625,827.0,7727.12,3
AARTISURF,19263,NSE_EQ,2026-09-21,677.7000122070312,677.7000122070312,677.7000122070312,535.9500122070312,472.543055535981,20,454.3511111234174,50,451.02054373224945,14,19.49253842279768,13.66140190261433,535.9500122070312,58.7940324180922,12,26,9,499.3790896053433,461.445038355438,24.57952417621953,10,2435850.0,472.543055535981,454.3511111234174,448.74995392962757,58.7940324180922,56.01762373331866,13.354527073685809,535.9500122070312,530.0,437.04,3
AARVI,19073,NSE_EQ,2026-09-21,168.39999389648438,168.39999389648438,168.39999389648438,139.9499969482422,142.8193418111933,20,135.66041732528637,50,135.48533244271675,14,1.8316399660195355,1.8929476572160362,139.9499969482422,49.17698685870569,12,26,9,144.83199154814173,141.03512211147284,5.31066729374222,10,1414337.0,142.8193418111933,135.66041732528637,135.22554984431682,49.17698685870569,51.036638173408335,-1.5137978570733353,139.9499969482422,141.89999389648438,200.49,3
AAVAS,5385,NSE_EQ,2026-09-21,1544.9000244140625,1771.9000244140625,1544.9000244140625,1284.5999755859375,1359.509386817484,20,1426.5938428555241,50,1432.389510907344,14,18.153085315695577,24.91770285644578,1284.5999755859375,42.147093392261596,12,26,9,1342.806186882254,1370.521043153433,-14.50833760173251,10,4757805.0,1359.509386817484,1426.5938428555241,1438.8094919408707,42.147093392261596,41.22104298727122,-13.206518669446577,1284.5999755859375,1296.0,10427.53,3
ABAN,7759,NSE_EQ,2026-09-21,23.290000915527344,45.619998931884766,24.510000228881836,14.600000381469727,16.784945463782854,20,23.097653892752678,50,23.444496893213206,14,0.47820394330858884,0.7418056513688541,14.600000381469727,39.196736271161924,12,26,9,15.806127376477779,17.83247920072999,-2.431057704633127,10,1372816.0,16.784945463782854,23.097653892752678,23.814068180963833,39.196736271161924,38.43985505818304,0.40470588038091737,14.600000381469727,14.210000038146973,84.7,3
ABB,13,NSE_EQ,2026-09-21,7924.5,7924.5,7924.5,7270.5,7139.979280406434,20,6617.211296078441,50,6590.546451020417,14,109.92855243758159,87.99060672179351,7270.5,55.542148069182744,12,26,9,7301.3445942779335,7006.728405667986,346.3323056562884,10,10612172.0,7139.979280406434,6617.211296078441,6562.650387796761,55.542148069182744,55.61239441958129,-51.71611704634125,7270.5,7185.5,154004.0,3
ABBOTINDIA,17903,NSE_EQ,2026-09-21,28940.0,30670.0,28940.0,26125.0,26662.919257808942,20,27398.800194802378,50,27450.792039488188,14,209.76457444294962,263.9073035352376,26125.0,44.284785353588035,12,26,9,26499.53702105487,26803.23635032026,-242.67206551220397,10,386724.0,26662.919257808942,27398.800194802378,27528.375388038723,44.284785353588035,38.99513884066842,-61.02726375318571,26125.0,26195.0,57289.0,3
ABCAPITAL,21614,NSE_EQ,2026-09-21,430.70001220703125,430.70001220703125,430.70001220703125,410.04998779296875,388.1297511608065,20,353.0631171417461,50,350.737122421288,14,5.537362818768302,3.185973488765407,410.04998779296875,63.47758040677723,12,26,9,398.2936589507342,380.69749984207846,18.42942005752876,10,147819317.0,388.1297511608065,353.0631171417461,348.93047435685077,63.47758040677723,58.34423334107678,-0.8332609488730185,410.04998779296875,390.5,105920.54,3
ABCOTS,759130,NSE_EQ,2026-09-21,443.95001220703125,504.0,443.95001220703125,209.85000610351562,231.86956021017141,20,295.1286036408752,50,298.60936272403274,14,2.920313817809554,6.044586411375329,209.85000610351562,32.57497287368115,12,26,9,212.5184481478713,247.88847442451504,-42.264647003006175,10,819945.0,231.86956021017141,295.1286036408752,302.509336812418,32.57497287368115,28.71865607995305,6.894620726362447,209.85000610351562,221.0,459.28,3
ABDL,24308,NSE_EQ,2026-09-21,711.7000122070312,711.7000122070312,711.7000122070312,647.5999755859375,601.2789160747479,20,558.8699798484452,50,555.2483473693637,14,11.797080477316438,7.402148531642831,647.5999755859375,61.44559488202032,12,26,9,614.8502691322327,591.9291962536904,23.257459585433914,10,16048922.0,601.2789160747479,558.8699798484452,552.0952186905623,61.44559488202032,59.150777026434575,-0.3363867068916093,647.5999755859375,649.9000244140625,18450.74,3
ABFRL,30108,NSE_EQ,2026-09-21,69.08999633789062,94.94999694824219,69.08999633789062,50.15999984741211,57.96315125430428,20,76.02988805120751,50,77.08580185544405,14,0.8646216598104229,1.6715003814240739,50.15999984741211,34.09227339034342,12,26,9,55.40771415811729,60.210394410268655,-4.582792948801682,10,254577087.0,57.96315125430428,76.02988805120751,78.17338566069853,34.09227339034342,34.36326281788074,-0.21988730334968665,50.15999984741211,50.599998474121094,6094.82,3
ABINFRA,27016,NSE_EQ,2026-09-21,18.239999771118164,23.559999465942383,18.239999771118164,11.569999694824219,12.038808028772896,20,13.632423386371666,50,13.716603945210338,14,0.2853358742973712,0.36689823969814156,11.569999694824219,43.747462479298385,12,26,9,11.43511740491541,12.551497005329999,-1.4480232192207392,10,229412213.0,12.038808028772896,13.632423386371666,13.813608181643906,43.747462479298385,42.293956836475104,0.3316436188061498,11.569999694824219,11.079999923706055,810.13,3
ABLBL,756843,NSE_EQ,2026-09-21,119.55000305175781,150.7899932861328,119.55000305175781,81.16999816894531,93.06339330539764,20,108.30809306647564,50,109.41577040923197,14,0.7318201004168257,1.9199045882369374,81.16999816894531,27.597891423198945,12,26,9,89.11296582309942,95.93551317854786,-6.240780910844063,10,36069275.0,93.06339330539764,108.30809306647564,110.46906713571687,27.597891423198945,29.53938157512411,-0.5817664446043862,81.16999816894531,82.75,9787.0,3
ABMINTLLTD,5551,NSE_EQ,2026-09-21,72.80000305175781,72.80000305175781,72.80000305175781,49.97999954223633,48.2256822064181,20,47.28551748313521,50,47.17553862358005,14,1.695092305166525,1.5007542291866252,49.97999954223633,53.04047885107904,12,26,9,49.998982317750546,47.53179691564827,1.433593972343382,10,162411.0,48.2256822064181,47.28551748313521,46.95821366944047,53.04047885107904,56.20618636379186,1.033591429758892,49.97999954223633,49.97999954223633,46.46,3
ABREL,625,NSE_EQ,2026-09-21,1598.0,1918.0,1598.0,1257.4000244140625,1357.9905636314852,20,1468.7574623976593,50,1477.3842966010714,14,18.393486448934066,27.48027325123534,1257.4000244140625,40.09587740170802,12,26,9,1348.079571092793,1372.4572436189928,-24.03840612894355,10,7169807.0,1357.9905636314852,1468.7574623976593,1485.3754933771993,40.09587740170802,41.665888663968275,-0.3392663972562815,1257.4000244140625,1233.4000244140625,13728.45,3
ABSLAMC,6018,NSE_EQ,2026-09-21,1224.9000244140625,1224.9000244140625,1224.9000244140625,1060.4000244140625,1047.7137667495144,20,968.1287892569645,50,964.3626163934094,14,18.745523121251175,16.369808171036222,1060.4000244140625,53.382731790909716,12,26,9,1060.993047844278,1032.2591771555954,39.4527771057576,10,12128403.0,1047.7137667495144,968.1287892569645,958.4223140252194,53.382731790909716,59.35956448537486,-10.718906417074997,1060.4000244140625,1083.0,30131.97,3
ACC,22,NSE_EQ,2026-09-21,1459.5999755859375,1987.0,1459.5999755859375,1232.5,1346.8606172943464,20,1498.8926651568786,50,1509.7658351632817,14,6.93692090171708,18.44967251941592,1232.5,27.325134911336548,12,26,9,1309.7606324400815,1377.0175249492784,-67.71461042061368,10,6865599.0,1346.8606172943464,1498.8926651568786,1520.5113794556605,27.325134911336548,28.445633147373783,0.4577179114168217,1232.5,1226.800048828125,23632.64,3
ACCELYA,7053,NSE_EQ,2026-09-21,1220.0,1527.0,1220.0,1123.0,1143.5712439287374,20,1210.3486893330467,50,1213.9139419588853,14,6.486711864867375,9.130485085609797,1123.0,41.5356986624234,12,26,9,1133.1222290615744,1155.2348727200742,-27.727801136606697,10,251673.0,1143.5712439287374,1210.3486893330467,1217.8124692056126,41.5356986624234,40.279235493864135,5.615157478106905,1123.0,1131.800048828125,1669.51,3
ACCURACY,1472,NSE_EQ,2026-09-21,6.03000020980835,7.460000038146973,6.03000020980835,4.650000095367432,4.869930710049432,20,5.509433247818328,50,5.544512151999998,14,0.09376689343877043,0.12010646373369202,4.650000095367432,43.84225070313878,12,26,9,4.719665164952378,4.974025657663423,-0.20224149060261304,10,2313758.0,4.869930710049432,5.509433247818328,5.599798359950182,43.84225070313878,33.64878058249474,-0.0521190021084324,4.650000095367432,4.650000095367432,51.56,3
ACE,13587,NSE_EQ,2026-09-21,1241.5,1241.5,1196.0,1229.199951171875,1052.7425746553643,20,1018.9567394739327,50,1010.3753838944248,14,24.512180926222754,9.274540406460774,1229.199951171875,72.54974723608632,12,26,9,1097.6893980944697,1033.3960917267902,43.211264704495356,10,25213367.0,1052.7425746553643,1018.9567394739327,1005.533562828891,72.54974723608632,65.17203905320326,21.08204166318405,1229.199951171875,1212.300048828125,14810.1,3
