model,model_label,horizon,symbol,week,signal_date,signal_time,signal_close,entry,qty,invested,bar_low,stop,level_26w,trigger,rsi,macd_hist,exit_date,exit_time,exit,exit_reason,exit_note,bars_held,gross_pnl,costs,pnl,pnl_pct,r_multiple,mfe_pct,mae_pct,btst_tier,btst_day_ret,btst_rank,btst_source,btst_arm,btst_age
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,DYCL,2026-07-20,2026-07-20,14:00,429.65,429.65,232,99678.8,421.0,399.5745,425.85,cross,64.1721506495241,10.888115112621543,2026-07-22,close,429.864825,BE,,2,49.8393999999912,219.34818334,-169.50878334000882,-0.1700000000000055,0.0071428571428558,9.158617479343656,-5.7372279762597405,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,JUBLINGREA,2026-07-20,2026-07-22,12:35,784.15,784.15,127,99587.05,769.75,729.2594999999999,769.5,cross,64.04831846983878,12.47106437362535,2026-07-23,close,729.2594999999999,SL,,1,-6971.093500000011,211.42330715,-7182.516807150011,-7.220000000000006,-1.0,0.0,-7.09685646878786,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,KARURVYSYA,2026-07-20,2026-07-22,11:00,345.75,345.75,289,99921.75,341.25,321.5475,343.45,cross,70.43186172629225,2.415966639378894,2026-07-29,close,340.1,TIME,5-day time exit,5,-1632.8499999999935,218.031715,-1850.8817149999936,-1.854128705712212,-0.2334469579588871,0.0,-4.1793203181489496,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,KRISHANA,2026-07-20,2026-07-23,14:55,155.4,155.4,643,99922.2,150.9,144.522,152.3,cross,70.19267776942952,1.4710181209126354,2026-07-29,close,164.55,TIME,4-day time exit,4,5883.450000000004,226.30063500000009,5657.149365000003,5.668030888030893,0.8411472697186977,11.969111969111967,-3.7323037323037433,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,NESTLEIND,2026-07-20,2026-07-22,15:25,1500.0,1500.0,66,99000.0,1496.4,1395.0,1498.1,cross,66.63092808399628,5.606790615619808,2026-07-29,close,1503.3,TIME,5-day time exit,5,217.799999999997,218.03958000000003,-0.2395800000030306,-2.0261570199409107e-15,0.0314285714285709,1.0533333333333283,-4.600000000000004,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,OAL,2026-07-27,2026-07-29,09:15,376.9,376.9,0,0.0,365.6,350.51699999999994,373.1,cross,65.99989652348255,8.211042518301904,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,PRUDENT,2026-07-27,2026-07-29,09:15,3170.1,3170.1,0,0.0,3151.3,2948.193,3160.1,cross,66.06242072802321,27.38420220367485,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,RAJRATAN,2026-07-20,2026-07-21,12:55,541.15,541.15,184,99571.6,536.2,503.2695,538.5,cross,68.2023237815354,10.651277536645187,2026-07-22,close,503.2695,SL,,1,-6970.012000000008,211.3905068,-7181.402506800008,-7.220000000000006,-1.0,0.0,-9.16566571190982,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,RATNAVEER,2026-07-27,2026-07-27,09:50,199.39,199.39,501,99894.39,194.64,185.4327,197.0,cross,64.18985130074019,2.2198284030405864,2026-07-28,close,185.4327,SL,,1,-6992.6073000000015,212.07578997,-7204.683089970002,-7.220000000000006,-1.0,4.2128491900296,-8.034505240984991,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,SANATHAN,2026-07-20,2026-07-22,14:30,494.65,494.65,202,99919.3,479.75,460.02449999999993,486.2,cross,66.95820890283215,7.556355846873001,2026-07-29,close,471.75,TIME,5-day time exit,5,-4625.799999999996,214.73408,-4840.534079999996,-4.849536035580706,-0.6613622907972433,1.981198827453756,-5.3674315172344,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,TATVA,2026-07-20,2026-07-20,09:15,1621.8,1621.8,61,98929.8,1520.0,1508.274,1494.4,cross,71.0955298060766,33.925303925788505,2026-07-27,close,1800.1,TIME,5-day time exit,5,10876.299999999996,229.60949,10646.690509999997,10.773957331360217,1.5705653330514582,13.145887285731916,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,THYROCARE,2026-07-20,2026-07-24,09:15,584.35,584.35,171,99923.85,558.05,543.4455,578.25,cross,68.2066815956943,10.16247912046661,2026-07-29,close,580.0,TIME,3-day time exit,3,-743.8500000000039,219.014235,-962.864235000004,-0.9644168734491384,-0.1063452676355908,5.664413450842831,-2.2845897150680305,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,TIPSMUSIC,2026-07-20,2026-07-20,10:05,727.25,727.25,137,99633.25,722.0,676.3425,726.75,cross,63.5711442156448,6.932849550146059,2026-07-22,close,676.3425,SL,,2,-6974.327500000004,211.52138975,-7185.848889750004,-7.220000000000006,-1.0,0.068752148504636,-15.867995874871088,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,UJJIVANSFB,2026-07-20,2026-07-23,13:50,71.17,71.17,1405,99993.85,67.2,66.18809999999999,68.0,cross,68.62812508078775,1.227944373769218,2026-07-29,close,70.37,TIME,4-day time exit,4,-1123.999999999996,218.75007000000005,-1342.750069999996,-1.3440691302515038,-0.1605813043216434,2.978783195166512,-4.580581705774911,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,VIMTALABS,2026-07-20,2026-07-21,13:35,610.9,610.9,163,99576.7,602.0,568.137,610.0,cross,61.65856078303906,17.020667417919924,2026-07-23,close,568.137,SL,,2,-6970.369000000005,211.4013341,-7181.770334100005,-7.220000000000006,-1.0,3.7813062694385335,-8.012768047143549,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,VSSL,2026-07-20,2026-07-22,09:25,308.0,308.0,324,99792.0,306.0,286.44,306.3,cross,66.62367130237912,4.161870497922893,2026-07-29,close,306.15,TIME,5-day time exit,5,-599.4000000000074,218.88306000000003,-818.2830600000074,-0.8206493506493626,-0.0858070500927654,1.298701298701288,-6.217532467532461,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,WSTCSTPAPR,2026-07-20,2026-07-23,09:30,568.8,568.8,175,99540.0,558.55,528.9839999999999,568.0,cross,64.77174973198598,7.139958290220775,2026-07-29,close,570.3,TIME,4-day time exit,4,262.5,219.27675,43.22325000000001,0.0437130801687703,0.037673297166968,3.72714486638539,-4.447960618846691,,,,,,
C_swing,"C · SWING (5-day hold, 7% stop, +3R target)",swing,CREDITACC,2026-07-27,2026-07-30,11:15,1612.5,1612.5,0,0.0,1593.4,1499.625,1608.1,cross,65.86478851422746,28.820454959965687,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,EXIDEIND,2026-07-27,2026-07-30,09:45,443.45,443.45,0,0.0,434.4,412.4085,436.55,cross,71.56796549810855,10.067925262129688,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,KTKBANK,2026-07-27,2026-07-30,09:15,285.8,285.8,0,0.0,279.0,265.794,282.95,cross,68.26165310924638,0.2916512367897468,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,RRKABEL,2026-07-27,2026-07-30,09:20,2564.2,2564.2,0,0.0,2541.1,2384.706,2549.0,cross,73.49109379260662,45.99571884464564,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
C_swing,"C · SWING (5-day hold, 7% stop, +3R target)",swing,SMLMAH,2026-07-27,2026-07-30,10:15,5362.4,5362.4,0,0.0,5312.0,4987.031999999999,5348.0,cross,68.46191244264907,70.31121665263817,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,SMLMAH,2026-07-27,2026-07-30,10:15,5362.4,5362.4,0,0.0,5312.0,4987.031999999999,5348.0,cross,68.46191244264907,70.31121665263817,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
C_swing,"C · SWING (5-day hold, 7% stop, +3R target)",swing,EXIDEIND,2026-07-27,2026-07-30,15:10,455.15,455.15,0,0.0,448.45,423.2895,452.8,cross,73.56227372578775,10.814591928796355,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,AETHER,2026-07-27,2026-07-31,12:15,1571.0,1571.0,0,0.0,1510.0,1461.03,1538.5,cross,74.07972417033645,31.940334426227764,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,ASTRAMICRO,2026-07-27,2026-07-31,15:20,1877.3,1877.3,0,0.0,1860.8,1745.889,1871.0,cross,78.24097734222664,53.43983954476016,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
C_swing,"C · SWING (5-day hold, 7% stop, +3R target)",swing,ATULAUTO,2026-07-27,2026-07-31,09:35,535.95,535.95,0,0.0,528.55,498.4335,534.35,cross,61.69200980434072,3.8763627735170254,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,ATULAUTO,2026-07-27,2026-07-31,09:35,535.95,535.95,0,0.0,528.55,498.4335,534.35,cross,61.69200980434072,3.8763627735170254,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,AVALON,2026-07-27,2026-07-31,11:35,1855.0,1855.0,0,0.0,1846.0,1725.15,1853.0,cross,76.9805854321689,29.73040347013125,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,CONFIPET,2026-07-27,2026-07-31,12:00,80.83,80.83,0,0.0,80.27,75.1719,80.57,cross,72.32567181255925,1.3781300829133318,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,NAZARA,2026-07-27,2026-07-31,10:50,317.1,317.1,0,0.0,314.65,294.903,315.0,cross,64.15060085585557,3.904126452858515,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,SILVERTUC,2026-07-27,2026-07-31,12:25,213.0,213.0,0,0.0,212.39,198.09,212.7,cross,70.96221706389842,2.737006691036804,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
E_btst,"E · BTST (top-5, buy at close, 1% stop, exit >+2%)",swing,TINNARUBR,2026-07-20,2026-07-20,09:45,1189.9,1189.9,84,99951.6,1022.15,1178.001,1028.15,cross,68.58871065413177,33.785874716098135,2026-07-21,close,1178.001,SL,,1,-999.5160000000096,218.7940524,-1218.3100524000097,-1.220000000000012,-1.0,11.101773258256989,-7.471216068577203,A,20.289122523251123,,,,
E_btst,"E · BTST (top-5, buy at close, 1% stop, exit >+2%)",swing,TATVA,2026-07-20,2026-07-20,09:15,1713.7,1713.7,58,99394.6,1520.0,1696.563,1494.4,cross,71.0955298060766,33.925303925788505,2026-07-21,close,1696.563,SL,,1,-993.9459999999968,217.5747794,-1211.5207793999966,-1.2200000000000009,-1.0,4.160588200968651,-3.530372877399779,B,12.37377049180328,,,,
E_btst,"E · BTST (top-5, buy at close, 1% stop, exit >+2%)",swing,ADOR,2026-07-20,2026-07-20,09:55,1455.3,1455.3,68,98960.4,1384.0,1440.7469999999998,1405.0,cross,78.11153014614409,37.48191978514217,2026-07-21,close,1440.7469999999998,SL,,1,-989.6040000000075,216.6243156,-1206.2283156000076,-1.220000000000012,-1.0,9.04968047825192,-4.830619116333401,B,5.000000000000004,,,,
E_btst_wide,"E-wide · BTST control (same entry, 5% stop)",swing,TINNARUBR,2026-07-20,2026-07-20,09:45,1189.9,1189.9,84,99951.6,1022.15,1130.405,1028.15,cross,68.58871065413177,33.785874716098135,2026-07-21,close,1130.405,SL,,1,-4997.58000000001,214.39618200000004,-5211.97618200001,-5.220000000000004,-1.0,11.101773258256989,-7.471216068577203,A,20.289122523251123,,,,
E_btst_wide,"E-wide · BTST control (same entry, 5% stop)",swing,TATVA,2026-07-20,2026-07-20,09:15,1713.7,1713.7,58,99394.6,1520.0,1628.015,1494.4,cross,71.0955298060766,33.925303925788505,2026-07-27,close,1800.1,TGT,closed >= +2%,5,5011.199999999992,224.18044000000003,4787.019559999992,4.82172258855109,1.008344517710214,7.0782517360098,-4.755791562117051,B,12.37377049180328,,,,
E_btst_wide,"E-wide · BTST control (same entry, 5% stop)",swing,ADOR,2026-07-20,2026-07-20,09:55,1455.3,1455.3,68,98960.4,1384.0,1382.535,1405.0,cross,78.11153014614409,37.48191978514217,2026-07-21,close,1507.2,TGT,closed >= +2%,1,3529.200000000006,221.59500000000003,3307.605000000006,3.34627499484643,0.7132549989692849,9.04968047825192,-4.830619116333401,B,5.000000000000004,,,,
E_btst,"E · BTST (top-5, buy at close, 1% stop, exit >+2%)",swing,ESAFSFB,2026-07-20,2026-07-24,12:10,38.69,38.69,2584,99974.96,37.11,38.3031,37.2,cross,67.37404949956547,1.12560025923674,2026-07-27,close,38.3031,SL,,1,-999.7495999999926,218.84518744,-1218.5947874399926,-1.2199999999999898,-1.0,3.902817265443281,-3.075730162832768,B,8.163265306122437,,,,
E_btst_wide,"E-wide · BTST control (same entry, 5% stop)",swing,ESAFSFB,2026-07-20,2026-07-24,12:10,38.69,38.69,2584,99974.96,37.11,36.7555,37.2,cross,67.37404949956547,1.12560025923674,2026-07-28,close,36.7555,SL,,2,-4998.748,214.4462892,-5213.1942892,-5.220000000000004,-1.0,3.902817265443281,-5.531144998707682,B,8.163265306122437,,,,
E_btst,"E · BTST (top-5, buy at close, 1% stop, exit >+2%)",swing,OAL,2026-07-27,2026-07-27,09:30,392.45,392.45,254,99682.3,373.4,388.5255,377.4,cross,66.28071750968937,8.309959897219253,2026-07-28,close,388.5255,SL,,1,-996.823000000006,218.2045547,-1215.027554700006,-1.2200000000000009,-1.0,0.0764428589629329,-5.720473945725568,B,7.226775956284159,,,,
E_btst,"E · BTST (top-5, buy at close, 1% stop, exit >+2%)",swing,TFCILTD,2026-07-27,2026-07-27,09:15,94.8,94.8,1054,99919.2,87.75,93.852,88.2,cross,67.54104457238815,1.2795825237548866,2026-07-28,close,97.04,TGT,closed >= +2%,1,2360.9600000000096,222.41929600000003,2138.5407040000096,2.142869198312256,2.362869198312227,3.3755274261603407,0.0,B,6.516853932584277,,,,
E_btst_wide,"E-wide · BTST control (same entry, 5% stop)",swing,OAL,2026-07-27,2026-07-27,09:30,392.45,392.45,254,99682.3,373.4,372.8275,377.4,cross,66.28071750968937,8.309959897219253,2026-07-28,close,372.8275,SL,,1,-4984.115000000001,213.8185335,-5197.9335335000005,-5.220000000000004,-1.0,0.0764428589629329,-5.720473945725568,B,7.226775956284159,,,,
E_btst_wide,"E-wide · BTST control (same entry, 5% stop)",swing,TFCILTD,2026-07-27,2026-07-27,09:15,94.8,94.8,1054,99919.2,87.75,90.05999999999999,88.2,cross,67.54104457238815,1.2795825237548866,2026-07-28,close,97.04,TGT,closed >= +2%,1,2360.9600000000096,222.41929600000003,2138.5407040000096,2.142869198312256,0.4725738396624482,3.3755274261603407,0.0,B,6.516853932584277,,,,
E_btst,"E · BTST (top-5, buy at close, 1% stop, exit >+2%)",swing,SANATHAN,2026-07-20,2026-07-22,14:30,495.6,495.6,201,99615.6,479.75,490.644,486.2,cross,66.95820890283215,7.556355846873001,2026-07-23,close,490.644,SL,,1,-996.1560000000036,218.0585484,-1214.2145484000034,-1.2200000000000009,-1.0,1.7857142857142794,-3.147699757869249,B,6.056066766531143,,,,
E_btst_wide,"E-wide · BTST control (same entry, 5% stop)",swing,SANATHAN,2026-07-20,2026-07-22,14:30,495.6,495.6,201,99615.6,479.75,470.82,486.2,cross,66.95820890283215,7.556355846873001,2026-07-29,close,470.82,SL,,5,-4980.780000000006,213.67546200000004,-5194.455462000006,-5.220000000000004,-1.0,1.7857142857142794,-5.548829701372071,B,6.056066766531143,,,,
E_btst,"E · BTST (top-5, buy at close, 1% stop, exit >+2%)",swing,SMLMAH,2026-07-27,2026-07-30,10:15,5479.2,5479.2,0,0.0,5312.0,5424.407999999999,5348.0,cross,68.46191244264907,70.31121665263817,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,9.060509554140127,,,,
E_btst_wide,"E-wide · BTST control (same entry, 5% stop)",swing,SMLMAH,2026-07-27,2026-07-30,10:15,5479.2,5479.2,0,0.0,5312.0,5205.24,5348.0,cross,68.46191244264907,70.31121665263817,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,9.060509554140127,,,,
C_swing,"C · SWING (5-day hold, 7% stop, +3R target)",swing,AVADHSUGAR,2026-08-03,2026-08-03,15:20,566.3,566.3,0,0.0,558.6,526.6589999999999,562.0,cross,68.94488131662217,6.762733078753087,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,AVADHSUGAR,2026-08-03,2026-08-03,15:20,566.3,566.3,0,0.0,558.6,526.6589999999999,562.0,cross,68.94488131662217,6.762733078753087,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
C_swing,"C · SWING (5-day hold, 7% stop, +3R target)",swing,DALMIASUG,2026-08-03,2026-08-03,15:25,419.8,419.8,0,0.0,413.0,390.414,419.0,cross,66.70619922446386,4.492487764256071,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,DALMIASUG,2026-08-03,2026-08-03,15:25,419.8,419.8,0,0.0,413.0,390.414,419.0,cross,66.70619922446386,4.492487764256071,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,GAEL,2026-08-03,2026-08-03,13:40,179.02,179.02,0,0.0,176.9,166.4886,177.92,cross,66.59436804080478,0.3637129412480853,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
E_btst,"E · BTST (top-5, buy at close, 1% stop, exit >+2%)",swing,NELCO,2026-07-27,2026-07-31,09:55,1015.65,1015.65,0,0.0,984.85,1005.4935,993.8,cross,67.5450050130678,32.83262143834747,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,8.625668449197853,0.0,reconstructed,,
E_btst_wide,"E-wide · BTST control (same entry, 5% stop)",swing,NELCO,2026-07-27,2026-07-31,09:55,1015.65,1015.65,0,0.0,984.85,964.8675,993.8,cross,67.5450050130678,32.83262143834747,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,8.625668449197853,0.0,reconstructed,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,AMBIKCO,2026-08-03,2026-08-06,09:20,1830.0,1830.0,0,0.0,1803.5,1701.9,1816.3,cross,72.3338405142718,14.057687921017106,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,ARMANFIN,2026-08-03,2026-08-07,11:40,2073.0,2073.0,0,0.0,2054.6,1927.89,2069.2,cross,68.343610583293,39.74288780410585,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,AUROPHARMA,2026-08-03,2026-08-07,12:20,1638.0,1638.0,0,0.0,1635.0,1523.34,1636.8,cross,70.83221612521697,5.110334587153176,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,AVALON,2026-08-03,2026-08-07,10:25,1874.9,1874.9,0,0.0,1847.0,1743.657,1853.0,cross,77.61581589519258,24.33864318357564,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
C_swing,"C · SWING (5-day hold, 7% stop, +3R target)",swing,EMIL,2026-08-03,2026-08-05,12:10,144.19,144.19,693,99923.67,142.84,134.0967,143.65,cross,65.16804679611266,3.029399931693362,2026-08-06,close,149.78,TIME,1-day time exit,1,3873.870000000002,224.09333100000003,3649.776669000002,3.656829183715924,0.5538327405308475,6.109993758235666,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,EMIL,2026-08-03,2026-08-05,09:45,143.83,143.83,695,99961.85,141.91,133.7619,143.65,cross,65.02168743731619,3.00642557271901,2026-08-06,close,149.78,TIME,1-day time exit,1,4135.249999999992,224.46484500000005,3910.785154999992,3.916828199958287,0.5909754571368957,6.37558228464159,0.0,,,,,,
C_swing,"C · SWING (5-day hold, 7% stop, +3R target)",swing,FIEMIND,2026-08-03,2026-08-07,13:25,2560.0,2560.0,0,0.0,2553.9,2380.8,2555.3,cross,69.99598429584356,19.78085077333193,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,FIEMIND,2026-08-03,2026-08-07,13:25,2560.0,2560.0,0,0.0,2553.9,2380.8,2555.3,cross,69.99598429584356,19.78085077333193,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,GOLDIAM,2026-08-03,2026-08-07,13:20,395.7,395.7,0,0.0,382.0,368.001,393.65,cross,66.03611713277391,6.476036793578572,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,GREENLAM,2026-08-03,2026-08-06,11:05,276.2,276.2,0,0.0,274.0,256.866,276.0,cross,64.31322732281231,3.536502431879345,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,KECL,2026-08-03,2026-08-05,10:05,149.56,149.56,668,99906.08,145.0,139.0908,148.0,cross,67.98860221666085,3.506527392396503,2026-08-06,close,148.39,TIME,1-day time exit,1,-781.5600000000106,218.93366000000003,-1000.4936600000108,-1.0022947312115635,-0.1117563901730806,3.637336186146034,-1.7050013372559625,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,LLOYDSENGG,2026-08-03,2026-08-07,11:00,95.67,95.67,0,0.0,94.8,88.9731,95.1,cross,76.13413661494043,2.2268814672775354,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,MAHASTEEL,2026-08-03,2026-08-04,09:15,1089.8,1089.8,91,99171.8,1009.0,1013.514,1050.0,cross,65.68085524286948,7.62875724050496,2026-08-06,close,1013.514,SL,,2,-6942.026000000005,210.5417314,-7152.567731400005,-7.220000000000006,-1.0,0.4679757753716318,-7.322444485226642,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,MOTHERSON,2026-08-03,2026-08-07,09:15,162.09,162.09,0,0.0,155.17,150.7437,155.25,cross,71.82730820795763,1.2239814984282873,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,MUFIN,2026-08-03,2026-08-07,13:20,138.01,138.01,0,0.0,137.69,128.34929999999997,138.0,cross,65.7079705866253,0.8869668507597952,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
C_swing,"C · SWING (5-day hold, 7% stop, +3R target)",swing,MWL,2026-08-03,2026-08-04,10:00,42.27,42.27,2365,99968.55,40.73,39.3111,41.95,cross,79.85247706131412,0.0503087831108843,2026-08-06,close,43.04,TIME,2-day time exit,2,1821.0499999999904,221.933965,1599.1160349999907,1.6016229004021756,0.2602318429145953,3.383013957889758,-3.0991246747101964,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,MWL,2026-08-03,2026-08-04,10:00,42.27,42.27,2365,99968.55,40.73,39.3111,41.95,cross,79.85247706131412,0.0503087831108843,2026-08-06,close,43.04,TIME,2-day time exit,2,1821.0499999999904,221.933965,1599.1160349999907,1.6016229004021756,0.2602318429145953,3.383013957889758,-3.0991246747101964,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,NYKAA,2026-08-03,2026-08-07,09:55,335.3,335.3,0,0.0,334.4,311.829,335.0,cross,72.89055325653683,5.311057506786652,,,0.0,NO_FILL,no daily candle after the signal,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,PNBHOUSING,2026-08-03,2026-08-05,09:50,1134.4,1134.4,88,99827.2,1129.0,1054.992,1132.7,cross,65.5711628999781,6.791627297369672,2026-08-06,close,1150.0,TIME,1-day time exit,1,1372.799999999992,221.12992000000003,1151.670079999992,1.155176304654424,0.1964537578077761,2.873765867418898,-0.2732722143864663,,,,,,
D_early,"D · EARLY (row-3 level, 5-day hold)",swing,RAJRATAN,2026-08-03,2026-08-05,09:15,556.3,556.3,179,99577.7,544.8,517.3589999999999,544.0,cross,70.71616078948941,11.099918722891465,2026-08-06,close,517.3589999999999,SL,,1,-6970.439000000006,211.4034571,-7181.842457100006,-7.220000000000006,-1.0,0.0,-7.028581700521286,,,,,,
C_swing,"C · SWING (5-day hold, 7% stop, +3R target)",swing,RATNAVEER,2026-08-03,2026-08-04,09:15,211.1,211.1,473,99850.3,207.06,196.323,207.79,cross,67.93542324157218,2.7109610712450767,2026-08-06,close,205.61,TIME,2-day time exit,2,-2596.769999999991,216.814213,-2813.584212999991,-2.820663192799613,-0.371523313257087,2.558029369966852,-4.642349597347217,,,,,,
