security_id,symbol,name,exchange_segment,series,type
760726,BHARATCOAL,BHARAT COKING COAL LTD,NSE_EQ,EQ,ES
422,BHARATFORG,BHARAT FORGE LTD,NSE_EQ,EQ,ES
9397,BHARATGEAR,BHARAT GEARS LTD,NSE_EQ,BE,ES
3834,BHARATRAS,BHARAT RASAYAN LTD,NSE_EQ,EQ,ES
30244,BHARATSE,BHARAT SEATS LIMITED,NSE_EQ,EQ,ES
16123,BHARATWIRE,BHARAT WIRE ROPES LTD.,NSE_EQ,EQ,ES
10604,BHARTIARTL,BHARTI AIRTEL LIMITED,NSE_EQ,EQ,ES
23489,BHARTIHEXA,BHARTI HEXACOM LIMITED,NSE_EQ,EQ,ES
438,BHEL,BHEL,NSE_EQ,EQ,ES
762586,BI,BILCARE LTD.,NSE_EQ,BE,ES
18431,BIGBLOC,BIGBLOC CONSTRUCTION LTD,NSE_EQ,EQ,ES
11966,BIKAJI,BIKAJI FOODS INTERN LTD,NSE_EQ,EQ,ES
7848,BIL,BHARTIYA INTERNATIONAL,NSE_EQ,EQ,ES
13622,BILVYAPAR,BIL VYAPAR LIMITED,NSE_EQ,BE,ES
762588,BIMETAL,BIMETAL BEARINGS LTD.,NSE_EQ,EQ,ES
11373,BIOCON,BIOCON LIMITED.,NSE_EQ,EQ,ES
4136,BIOFILCHEM,BIOFIL CHEM & PHARMA LTD,NSE_EQ,EQ,ES
6815,BIRLACABLE,BIRLA CABLE LIMITED,NSE_EQ,BE,ES
480,BIRLACORPN,BIRLA CORPORATION LTD,NSE_EQ,EQ,ES
15239,BIRLAMONEY,ADITYA BIRLA MONEY LTD,NSE_EQ,EQ,ES
1455,BIRLANU,BIRLANU LIMITED,NSE_EQ,EQ,ES
762593,BIRLAPREC,BIRLA PRECISION TECH L,NSE_EQ,EQ,ES
27144,BLACKBUCK,BLACKBUCK LIMITED,NSE_EQ,EQ,ES
762601,BLACKROSE,BLACK ROSE INDS. LTD.,NSE_EQ,BE,ES
15067,BLAL,BEML LAND ASSETS LIMITED,NSE_EQ,EQ,ES
8132,BLBLIMITED,BLB LIMITED,NSE_EQ,EQ,ES
765291,BLEL,BEHARI LAL ENGINEERING L,NSE_EQ,EQ,ES
762603,BLIL,BALMER LAWRIE INVSTS. L,NSE_EQ,EQ,ES
19269,BLISSGVS,BLISS GVS PHARMA LTD,NSE_EQ,BE,ES
13290,BLKASHYAP,B.L.KASHYAP & SON LTD,NSE_EQ,EQ,ES
17279,BLS,BLS INTL SERVS LTD,NSE_EQ,EQ,ES
22566,BLSE,BLS E-SERVICES LIMITED,NSE_EQ,EQ,ES
4681,BLUECHIP,BLUE CHIP INDIA LIMITED,NSE_EQ,EQ,ES
765040,BLUECLOUDS,BLUE CLOUD SOFTECH SOLU L,NSE_EQ,EQ,ES
8552,BLUECOAST,BLUE COAST HOTELS LIMITED,NSE_EQ,BE,ES
495,BLUEDART,BLUE DART EXPRESS LTD,NSE_EQ,EQ,ES
19686,BLUEJET,BLUE JET HEALTHCARE LTD,NSE_EQ,EQ,ES
8311,BLUESTARCO,BLUE STAR LIMITED,NSE_EQ,EQ,ES
759291,BLUESTONE,BLUESTONE JEWEL LFSTL LTD,NSE_EQ,EQ,ES
757520,BLUSPRING,BLUSPRING ENTERPRISES LTD,NSE_EQ,EQ,ES
759256,BMWVENTLTD,BMW VENTURES LIMITED,NSE_EQ,EQ,ES
762608,BNAGROCHEM,BN AGROCHEM LTD.,NSE_EQ,EQ,ES
762616,BNALTD,B & A LTD.,NSE_EQ,BE,ES
25021,BODALCHEM,BODAL CHEMICALS LTD,NSE_EQ,BE,ES
11640,BOHRAIND,BOHRA INDUSTRIES LIMITED,NSE_EQ,EQ,ES
513,BOMDYEING,BOMBAY DYEING & MFG. CO L,NSE_EQ,EQ,ES
761056,BONLON,BONLON INDUSTRIES LIMITED,NSE_EQ,EQ,ES
757919,BORANA,BORANA WEAVES LIMITED,NSE_EQ,EQ,ES
19401,BOROLTD,BOROSIL LIMITED,NSE_EQ,EQ,ES
3149,BORORENEW,BOROSIL RENEWABLES LTD,NSE_EQ,EQ,ES
24014,BOROSCI,BOROSIL SCIENTIFIC LTD,NSE_EQ,EQ,ES
4491,BOSCH-HCIL,BOSCH HOME COMFRT IND LTD,NSE_EQ,EQ,ES
2181,BOSCHLTD,BOSCH LIMITED,NSE_EQ,EQ,ES
526,BPCL,BHARAT PETROLEUM CORP  LT,NSE_EQ,EQ,ES
530,BPL,BPL LTD,NSE_EQ,EQ,ES
764623,BPLPHARMA,BHARAT PARENTERALS LTD.,NSE_EQ,EQ,ES
764628,BRAHMINFRA,BRAHMAPUTRA INFRA L,NSE_EQ,EQ,ES
15184,BRIGADE,BRIGADE ENTER. LTD,NSE_EQ,EQ,ES
757794,BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,NSE_EQ,EQ,ES
764633,BRIGHTBR,BRIGHT BROTHERS LTD.,NSE_EQ,EQ,ES
547,BRITANNIA,BRITANNIA INDUSTRIES LTD,NSE_EQ,EQ,ES
21683,BRNL,BHARAT ROAD NETWORK LTD,NSE_EQ,EQ,ES
25140,BROOKS,BROOKS LAB LIMITED,NSE_EQ,BE,ES
19585,BSE,BSE LIMITED,NSE_EQ,EQ,ES
809,BSHSL,BOMBAY SUPER HYBRID SEEDS,NSE_EQ,EQ,ES
559,BSL,BSL LTD,NSE_EQ,EQ,ES
6994,BSOFT,BIRLASOFT LIMITED,NSE_EQ,EQ,ES
14150,BTML,BODHI TREE MULTIMEDIA LTD,NSE_EQ,EQ,ES
762621,BTTL,BHILWARA TECHNICAL TEXT L,NSE_EQ,BE,ES
760594,BUILDPRO,SHANKARA BUILDPRO LIMITED,NSE_EQ,EQ,ES
15198,BURNPUR,BURNPUR CEMENT LIMITED,NSE_EQ,BE,ES
2716,BUTTERFLY,BTRFLY GANDHI APPL LTD,NSE_EQ,EQ,ES
15073,BVCL,BARAK VALLEY CEM. LTD.,NSE_EQ,EQ,ES
7930,BYKE,THE BYKE HOSPITALITY LTD,NSE_EQ,BE,ES
8341,CALSOFT,CALIFORNIA SOFTWARE CO LT,NSE_EQ,EQ,ES
6216,CAMLINFINE,CAMLIN FINE SCIENCES LTD,NSE_EQ,EQ,ES
9362,CAMPUS,CAMPUS ACTIVEWEAR LIMITED,NSE_EQ,EQ,ES
342,CAMS,COMPUTER AGE MNGT SER LTD,NSE_EQ,EQ,ES
10794,CANBK,CANARA BANK,NSE_EQ,EQ,ES
583,CANFINHOME,CAN FIN HOMES LTD,NSE_EQ,EQ,ES
759477,CANHLIFE,CANARA HSBC LIFE INS CO L,NSE_EQ,EQ,ES
20160,CANTABIL,CANTABIL RETAIL LTD,NSE_EQ,EQ,ES
21749,CAPACITE,CAPACITE INFRAPROJECT LTD,NSE_EQ,EQ,ES
759867,CAPILLARY,CAPILLARY TECHNO INDIA L,NSE_EQ,EQ,ES
22675,CAPITALSFB,CAPITAL SMALL FIN BANK L,NSE_EQ,EQ,ES
3906,CAPLIPOINT,CAPLIN POINT LAB LTD.,NSE_EQ,EQ,ES
19451,CAPTRUST,CAPITAL TRUST LIMITED,NSE_EQ,BE,ES
595,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,NSE_EQ,EQ,ES
29113,CARERATING,CARE RATINGS LIMITED,NSE_EQ,EQ,ES
28879,CARRARO,CARRARO INDIA LIMITED,NSE_EQ,EQ,ES
5407,CARTRADE,CARTRADE TECH LIMITED,NSE_EQ,EQ,ES
1879,CARYSIL,CARYSIL LIMITED,NSE_EQ,EQ,ES
1250,CASTROLIND,CASTROL INDIA LIMITED,NSE_EQ,EQ,ES
16249,CCAVENUE,AVENUESAI LIMITED,NSE_EQ,EQ,ES
14992,CCCL,CONS. CONST. CONSORT LTD,NSE_EQ,EQ,ES
6385,CCHHL,COUNTRY CLUB HOSP HOL LTD,NSE_EQ,EQ,ES
11452,CCL,CCL PRODUCTS (I) LTD,NSE_EQ,EQ,ES
21174,CDSL,CENTRAL DEPO SER (I) LTD,NSE_EQ,EQ,ES
15254,CEATLTD,CEAT LIMITED,NSE_EQ,EQ,ES
24742,CEIGALL,CEIGALL INDIA LIMITED,NSE_EQ,EQ,ES
761037,CEINSYS,CEINSYS TECH LIMITED,NSE_EQ,EQ,ES
13162,CELEBRITY,CELEBRITY FASHIONS LTD,NSE_EQ,EQ,ES
19795,CELLO,CELLO WORLD LIMITED,NSE_EQ,EQ,ES
5622,CEMPRO,CEMINDIA PROJECTS LIMITED,NSE_EQ,EQ,ES
619,CENTENKA,CENTURY ENKA LTD,NSE_EQ,EQ,ES
11511,CENTEXT,CENTURY EXTRUSIONS LTD,NSE_EQ,EQ,ES
14894,CENTRALBK,CENTRAL BANK OF INDIA,NSE_EQ,EQ,ES
2454,CENTRUM,CENTRUM CAPITAL LIMITED,NSE_EQ,EQ,ES
14982,CENTUM,CENTUM ELECTRONICS LTD,NSE_EQ,EQ,ES
13305,CENTURYPLY,CENTURY PLYBOARDS (I) LTD,NSE_EQ,EQ,ES
15039,CERA,CERA SANITARYWARE LTD,NSE_EQ,EQ,ES
628,CESC,CESC LTD,NSE_EQ,EQ,ES
28764,CEWATER,CONCORD ENVIRO SYSTEMS L,NSE_EQ,EQ,ES
764638,CFEL,CONFIDENCE FUTURIST ENE L,NSE_EQ,EQ,ES
20329,CGCL,CAPRI GLOBAL CAPITAL LTD,NSE_EQ,EQ,ES
760,CGPOWER,CG POWER AND IND SOL LTD,NSE_EQ,EQ,ES
764643,CGVAK,C G V A K SOFTWARE & EX L,NSE_EQ,EQ,ES
8546,CHALET,CHALET HOTELS LIMITED,NSE_EQ,EQ,ES
637,CHAMBLFERT,CHAMBAL FERTILIZERS LTD,NSE_EQ,EQ,ES
14618,CHEMBOND,CHEMBOND MATERIALTECH LTD,NSE_EQ,EQ,ES
757991,CHEMBONDCH,CHEMBOND CHEMICAL LIMITED,NSE_EQ,BE,ES
276,CHEMCON,CHEMCON SPECIAL CHEM LTD,NSE_EQ,BE,ES
765045,CHEMCRUX,CHEMCRUX ENTERPRISES LTD.,NSE_EQ,EQ,ES
2799,CHEMFAB,CHEMFAB ALKALIS LIMITED,NSE_EQ,EQ,ES
5449,CHEMPLASTS,CHEMPLAST SANMAR LIMITED,NSE_EQ,EQ,ES
2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,NSE_EQ,EQ,ES
9879,CHEVIOT,CHEVIOT COMPANY LIMITED,NSE_EQ,EQ,ES
8866,CHOICEIN,CHOICE INTERNATIONAL LTD,NSE_EQ,EQ,ES
685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,NSE_EQ,EQ,ES
21740,CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,NSE_EQ,EQ,ES
14937,CIEINDIA,CIE AUTOMOTIVE INDIA LTD,NSE_EQ,EQ,ES
756015,CIFL,CAPITAL INDIA FINANCE LTD,NSE_EQ,EQ,ES
27161,CINELINE,CINELINE INDIA LIMITED,NSE_EQ,EQ,ES
8024,CINEVISTA,CINEVISTA LIMITED,NSE_EQ,EQ,ES
694,CIPLA,CIPLA LTD,NSE_EQ,EQ,ES
13846,CLCIND,CLC INDUSTRIES LIMITED,NSE_EQ,BE,ES
5049,CLEAN,CLEAN SCIENCE & TECH LTD,NSE_EQ,EQ,ES
760183,CLEANMAX,CLEAN MAX ENVIRO EN SOL L,NSE_EQ,EQ,ES
20233,CLEDUCATE,CL EDUCATE LIMITED,NSE_EQ,BE,ES
3482,CLSEL,CHAMAN LAL SETIA EXP LTD,NSE_EQ,EQ,ES
764255,CMLL,CALIBER MINING AND LOG L,NSE_EQ,EQ,ES
761581,CMPDI,CENTRAL MINE P N D INST L,NSE_EQ,EQ,ES
30893,CMRGREEN,CMR GREEN TECHNOLOGIES L,NSE_EQ,EQ,ES
7603,CMSINFO,CMS INFO SYSTEMS LIMITED,NSE_EQ,EQ,ES
11155,CNL,CREATIVE NEWTECH LIMITED,NSE_EQ,EQ,ES
20374,COALINDIA,COAL INDIA LTD,NSE_EQ,EQ,ES
6006,COASTCORP,COASTAL CORPORATION LTD,NSE_EQ,EQ,ES
21508,COCHINSHIP,COCHIN SHIPYARD LIMITED,NSE_EQ,EQ,ES
762623,COCKERILL,JOHN COCKERILL INDIA LTD.,NSE_EQ,EQ,ES
11169,COFFEEDAY,COFFEE DAY ENTERPRISE LTD,NSE_EQ,BE,ES
11543,COFORGE,COFORGE LIMITED,NSE_EQ,EQ,ES
17945,COHANCE,COHANCE LIFESCIENCES LTD,NSE_EQ,EQ,ES
15141,COLPAL,COLGATE PALMOLIVE LTD.,NSE_EQ,EQ,ES
762628,COMFINTE,COMFORT INTECH LTD.,NSE_EQ,EQ,ES
764648,COMPEAU,COMPETENT AUTOMOB CO. L,NSE_EQ,EQ,ES
31138,COMPUSOFT,COMPUCOM SOFTWARE LTD,NSE_EQ,EQ,ES
21578,COMSYN,COMMERCIAL SYN BAGS LTD,NSE_EQ,EQ,ES
4749,CONCOR,CONTAINER CORP OF IND LTD,NSE_EQ,EQ,ES
18060,CONCORDBIO,CONCORD BIOTECH LIMITED,NSE_EQ,EQ,ES
10238,CONFIPET,CONFIDENCE PETRO IND LTD.,NSE_EQ,EQ,ES
11732,CONSOFINVT,CONSO. FIN. & HOLD. LTD.,NSE_EQ,BE,ES
17477,CONTROLPR,CONTROL PRINT LIMITED,NSE_EQ,EQ,ES
4007,CORALFINAC,CORAL INDIA FIN & HOUS LT,NSE_EQ,EQ,ES
762163,CORDELIA,WATERWAYS LEISURE TOUR L,NSE_EQ,EQ,ES
15275,CORDSCABLE,CORDS CABLE INDUS LTD.,NSE_EQ,BE,ES
739,COROMANDEL,COROMANDEL INTERNTL. LTD,NSE_EQ,EQ,ES
760254,CORONA,CORONA REMEDIES LIMITED,NSE_EQ,EQ,ES
742,COSMOFIRST,COSMO FIRST LIMITED,NSE_EQ,EQ,ES
16989,COUNCODOS,COUNTRY CONDO S LIMITED,NSE_EQ,BE,ES
20086,CPCAP,CP CAPITAL LIMITED,NSE_EQ,EQ,ES
758941,CPEDU,CAREER POINT EDUTECH LTD,NSE_EQ,EQ,ES
764203,CPL,CAPTAIN POLYPLAST LIMITED,NSE_EQ,EQ,ES
758858,CPPLUS,ADITYA INFOTECH LIMITED,NSE_EQ,EQ,ES
2854,CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,NSE_EQ,EQ,ES
759311,CRAMC,CANARA ROBECO AMC LIMITED,NSE_EQ,EQ,ES
764653,CRAVATEX,CRAVATEX LTD.,NSE_EQ,EQ,ES
9384,CREATIVEYE,CREATIVE EYE LIMITED,NSE_EQ,EQ,ES
4421,CREDITACC,CREDITACCESS GRAMEEN LTD,NSE_EQ,EQ,ES
13900,CREST,CREST VENTURES LIMITED,NSE_EQ,EQ,ES
757,CRISIL,CRISIL LTD,NSE_EQ,EQ,ES
757850,CRIZAC,CRIZAC LIMITED,NSE_EQ,EQ,ES
17094,CROMPTON,CROMPT GREA CON ELEC LTD,NSE_EQ,EQ,ES
8083,CROWN,CROWN LIFTERS LIMITED,NSE_EQ,EQ,ES
765050,CRSL,CRESSANDA RAILWAY SOLUT L,NSE_EQ,EQ,ES
14966,CSBBANK,CSB BANK LIMITED,NSE_EQ,EQ,ES
10350,CSLFINANCE,CSL FINANCE LIMITED,NSE_EQ,EQ,ES
763753,CSM,CSM TECHNOLOGIES LIMITED,NSE_EQ,EQ,ES
14218,CTE,CAMBRIDGE TECH ENTER LTD,NSE_EQ,EQ,ES
5701,CUB,CITY UNION BANK LTD,NSE_EQ,EQ,ES
4064,CUBEXTUB,CUBEX TUBINGS LTD,NSE_EQ,EQ,ES
1901,CUMMINSIND,CUMMINS INDIA LTD,NSE_EQ,EQ,ES
18520,CUPID,CUPID LIMITED,NSE_EQ,EQ,ES
30189,CURAA,CURA TECHNOLOGIES LIMITED,NSE_EQ,EQ,ES
11842,CYBERMEDIA,CYBER MEDIA (INDIA) LTD.,NSE_EQ,EQ,ES
6054,CYBERTECH,CYBERTECH SYSTEMS & SOFTW,NSE_EQ,BE,ES
5748,CYIENT,CYIENT LIMITED,NSE_EQ,EQ,ES
17187,CYIENTDLM,CYIENT DLM LIMITED,NSE_EQ,EQ,ES
772,DABUR,DABUR INDIA LTD,NSE_EQ,EQ,ES
762633,DAICHI,DAI-ICHI KARKARIA LTD.,NSE_EQ,EQ,ES
8075,DALBHARAT,DALMIA BHARAT LIMITED,NSE_EQ,EQ,ES
781,DALMIASUG,DALMIA BHARAT SUG IN LTD,NSE_EQ,EQ,ES
28662,DAMCAPITAL,DAM CAPITAL ADVISORS LTD,NSE_EQ,EQ,ES
17569,DAMODARIND,DAMODAR INDUSTRIES LTD,NSE_EQ,BE,ES
1110,DANGEE,DANGEE DUMS LIMITED,NSE_EQ,EQ,ES
11423,DATAMATICS,DATAMATICS GLOBAL SER LTD,NSE_EQ,EQ,ES
7358,DATAPATTNS,DATA PATTERNS INDIA LTD,NSE_EQ,EQ,ES
21794,DAVANGERE,DAVANGERE SUGAR COMPANY L,NSE_EQ,EQ,ES
17881,DBCORP,D.B.CORP LTD,NSE_EQ,EQ,ES
25894,DBEIL,DEEPAK BUILDERS & ENG I L,NSE_EQ,BE,ES
18086,DBL,DILIP BUILDCON LIMITED,NSE_EQ,EQ,ES
10893,DBOL,DHAMPUR BIO ORGANICS LTD,NSE_EQ,EQ,ES
18124,DBREALTY,VALOR ESTATE LIMITED,NSE_EQ,EQ,ES
31111,DBSTOCKBRO,DB (INT) STOCK BROKERS,NSE_EQ,BE,ES
21704,DCAL,DISHMAN CARBO AMCIS LTD,NSE_EQ,EQ,ES
13725,DCBBANK,DCB BANK LIMITED,NSE_EQ,EQ,ES
11566,DCI,DC INFOTECH AND COMUN LTD,NSE_EQ,EQ,ES
7323,DCM,DCM LIMITED,NSE_EQ,BE,ES
4775,DCMFINSERV,DCM FINANCIAL SERVICES LT,NSE_EQ,EQ,ES
11039,DCMNVL,DCM NOUVELLE LIMITED,NSE_EQ,EQ,ES
811,DCMSHRIRAM,DCM SHRIRAM LIMITED,NSE_EQ,EQ,ES
760896,DCMSIL,DCM SHRIRAM INTERNATNL L,NSE_EQ,EQ,ES
7325,DCMSRIND,DCM SHRIRAM IND LTD,NSE_EQ,EQ,ES
817,DCW,DCW LTD,NSE_EQ,EQ,ES
11895,DCXINDIA,DCX SYSTEMS LIMITED,NSE_EQ,EQ,ES
29098,DDEVPLSTIK,DDEV PLASTIKS IND LTD,NSE_EQ,EQ,ES
14838,DECCANCE,DECCAN CEMENTS LIMITED,NSE_EQ,EQ,ES
762638,DECNGOLD,DECCAN GOLD MINES LTD.,NSE_EQ,EQ,ES
24154,DEEDEV,DEE DEVELOPMENT ENG LTD,NSE_EQ,EQ,ES
765055,DEEP,DEEP POLYMERS LTD.,NSE_EQ,EQ,ES
827,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,NSE_EQ,EQ,ES
19943,DEEPAKNTR,DEEPAK NITRITE LTD,NSE_EQ,EQ,ES
3292,DEEPINDS,DEEP INDUSTRIES LIMITED,NSE_EQ,EQ,ES
9599,DELHIVERY,DELHIVERY LIMITED,NSE_EQ,EQ,ES
24395,DELPHIFX,DELPHI WORLD MONEY LTD,NSE_EQ,BE,ES
15044,DELTACORP,DELTA CORP LIMITED,NSE_EQ,EQ,ES
1214,DELTAMAGNT,DELTA MANUFACTURING LTD,NSE_EQ,EQ,ES
17722,DEN,DEN NETWORKS LTD,NSE_EQ,EQ,ES
4279,DENORA,DE NORA INDIA LIMITED,NSE_EQ,EQ,ES
29256,DENTA,DENTA WATER N INFRA SOL L,NSE_EQ,EQ,ES
8146,DEVIT,DEV INFO TECHNOLOGY LTD,NSE_EQ,EQ,ES
759079,DEVX,DEV ACCELERATOR LIMITED,NSE_EQ,EQ,ES
5373,DEVYANI,DEVYANI INTERNATIONAL LTD,NSE_EQ,EQ,ES
10346,DGCONTENT,DIGICONTENT LIMITED,NSE_EQ,EQ,ES
764661,DHABRIYA,DHABRIYA POLYWOOD LTD.,NSE_EQ,BE,ES
857,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,NSE_EQ,EQ,ES
11359,DHANBANK,DHANLAXMI BANK LIMITED,NSE_EQ,EQ,ES
24409,DHANUKA,DHANUKA AGRITECH LTD,NSE_EQ,EQ,ES
13001,DHARMAJ,DHARMAJ CROP GUARD LTD,NSE_EQ,EQ,ES
765060,DHATRE,DHATRE UDYOG LTD.,NSE_EQ,EQ,ES
764553,DHOOTTRANS,DHOOT TRANSMISSION LTD,NSE_EQ,EQ,ES
6858,DHRUV,DHRUV CONSULTANCY SER LTD,NSE_EQ,EQ,ES
22233,DHUNINV,DHUNSERI INVESTMENTS LTD,NSE_EQ,EQ,ES
18545,DIACABS,DIAMOND POWER INFRA LTD,NSE_EQ,BE,ES
18644,DIAMINESQ,DIAMINES & CHEMICALS LTD,NSE_EQ,EQ,ES
21840,DIAMONDYD,PRATAAP SNACKS LIMITED,NSE_EQ,EQ,ES
703,DICIND,DIC INDIA LIMITED,NSE_EQ,EQ,ES
25672,DIFFNKG,DIFFUSION ENGINEERS LTD,NSE_EQ,EQ,ES
21247,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS L,NSE_EQ,EQ,ES
16683,DIGISPICE,DIGISPICE TECHNOLOGIES LT,NSE_EQ,EQ,ES
757515,DIGITIDE,DIGITIDE SOLUTIONS LTD,NSE_EQ,EQ,ES
6127,DIGJAMLMTD,DIGJAM LTD,NSE_EQ,EQ,ES
762643,DISAQ,DISA INDIA LTD.,NSE_EQ,EQ,ES
14537,DISHTV,DISH TV INDIA LTD.,NSE_EQ,EQ,ES
14479,DIVGIITTS,DIVGI TORQTRANSFER SYST L,NSE_EQ,EQ,ES
10940,DIVISLAB,DIVI S LABORATORIES LTD,NSE_EQ,EQ,ES
21690,DIXON,DIXON TECHNO (INDIA) LTD,NSE_EQ,EQ,ES
12749,DJML,DJ MEDIAPRINT & LOG LTD,NSE_EQ,EQ,ES
14732,DLF,DLF LIMITED,NSE_EQ,EQ,ES
17851,DLINKINDIA,D-LINK INDIA LTD,NSE_EQ,EQ,ES
19913,DMART,AVENUE SUPERMARTS LIMITED,NSE_EQ,EQ,ES
6973,DMCC,DMCC SPECIALITY CHEMICALS,NSE_EQ,EQ,ES
641,DNAMEDIA,DILIGENT MEDIA CORP LTD.,NSE_EQ,EQ,ES
4822,DODLA,DODLA DAIRY LIMITED,NSE_EQ,EQ,ES
12124,DOLATALGO,DOLAT ALGOTECH LIMITED,NSE_EQ,EQ,ES
20560,DOLLAR,DOLLAR INDUSTRIES LIMITED,NSE_EQ,EQ,ES
18139,DOLPHIN,DOLPHIN OFF ENT (IND) L,NSE_EQ,EQ,ES
20551,DOMS,DOMS INDUSTRIES LIMITED,NSE_EQ,EQ,ES
13839,DONEAR,DONEAR IND. LIMITED,NSE_EQ,EQ,ES
936,DPABHUSHAN,D. P. ABHUSHAN LIMITED,NSE_EQ,EQ,ES
15423,DPSCLTD,DPSC LIMITED,NSE_EQ,BE,ES
16902,DPWIRES,D P WIRES LIMITED,NSE_EQ,BE,ES
762648,DRAGARWQ,DR. AGARWAL'S EYE HOSP L,NSE_EQ,EQ,ES
2645,DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,NSE_EQ,EQ,ES
10859,DREAMFOLKS,DREAMFOLKS SERVICES LTD,NSE_EQ,EQ,ES
11271,DREDGECORP,DREDGING CORP OF INDIA,NSE_EQ,EQ,ES
881,DRREDDY,DR. REDDY S LABORATORIES,NSE_EQ,EQ,ES
760893,DSFCL,DCM SHRIRAM FINE CHEM LTD,NSE_EQ,BE,ES
8772,DSKULKARNI,DS KULKARNI DEVELOPERS L,NSE_EQ,BE,ES
25690,DSSL,DYNACONS SYS & SOLN LTD,NSE_EQ,EQ,ES
6227,DTIL,DHUNSERI TEA & IND. LTD.,NSE_EQ,EQ,ES
28952,DUCON,DUCON INFRATECHNOLOGIES L,NSE_EQ,EQ,ES
15214,DVL,DHUNSERI VENTURES LIMITED,NSE_EQ,EQ,ES
11667,DWARKESH,DWARIKESH SUGAR IND LTD,NSE_EQ,EQ,ES
10417,DYCL,DYNAMIC CABLES LIMITED,NSE_EQ,EQ,ES
4525,DYNAMATECH,DYNAMATIC TECHNOLOGIES,NSE_EQ,EQ,ES
21314,DYNPRO,DYNEMIC PRODUCTS LIMITED,NSE_EQ,EQ,ES
8940,E2E,E2E NETWORKS LIMITED,NSE_EQ,BE,ES
2792,EASEMYTRIP,EASY TRIP PLANNERS LTD,NSE_EQ,EQ,ES
9769,EASTSILK,EASTERN SILK INDUSTRIES L,NSE_EQ,BE,ES
765065,EASTWEST,EAST WEST FREIGHT CARRI L,NSE_EQ,EQ,ES
757862,EBGNG,GNG ELECTRONICS LIMITED,NSE_EQ,EQ,ES
765070,EBIX,EBIX LIMITED,NSE_EQ,EQ,ES
15179,ECLERX,ECLERX SERVICES LTD,NSE_EQ,EQ,ES
764663,ECORECO,ECO RECYCLING LTD.,NSE_EQ,EQ,ES
25062,ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,NSE_EQ,BE,ES
15119,EDELWEISS,EDELWEISS FIN SERV LTD,NSE_EQ,EQ,ES
758675,EFCIL,EFC (I) LIMITED,NSE_EQ,EQ,ES
910,EICHERMOT,EICHER MOTORS LTD,NSE_EQ,EQ,ES
916,EIDPARRY,EID PARRY INDIA LTD,NSE_EQ,EQ,ES
27213,EIEL,ENVIRO INFRA ENGINEERS L,NSE_EQ,EQ,ES
6042,EIFFL,EURO (I) FRESH FOODS LTD,NSE_EQ,BE,ES
15399,EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,NSE_EQ,EQ,ES
919,EIHOTEL,EIH LIMITED,NSE_EQ,EQ,ES
4040,EIMCOELECO,EIMCO ELECON (INDIA) LTD,NSE_EQ,EQ,ES
13091,EKC,EVEREST KANTO CYLINDERLTD,NSE_EQ,EQ,ES
764668,EKI,EKI ENERGY SERVICES LTD,NSE_EQ,EQ,ES
762653,ELANTAS,ELANTAS BECK INDIA LTD.,NSE_EQ,EQ,ES
762658,ELCIDIN,ELCID INVESTMENTS LTD.,NSE_EQ,EQ,ES
8953,ELDEHSG,ELDECO HSG & IND LTD.,NSE_EQ,EQ,ES
13643,ELECON,ELECON ENG. CO. LTD,NSE_EQ,EQ,ES
928,ELECTCAST,ELECTROSTEEL CASTINGS LTD,NSE_EQ,EQ,ES
4469,ELECTHERM,ELECTROTHERM (I) LTD.,NSE_EQ,EQ,ES
937,ELGIEQUIP,ELGI EQUIPMENTS LTD,NSE_EQ,EQ,ES
24924,ELGIRUBCO,ELGI RUBBER CO. LTD,NSE_EQ,EQ,ES
13423,ELIN,ELIN ELECTRONICS LIMITED,NSE_EQ,EQ,ES
762663,ELITECON,ELITECON INTERNATIONAL L,NSE_EQ,EQ,ES
758563,ELLEN,ELLENBARRIE INDUS GASES L,NSE_EQ,EQ,ES
4471,ELPROINTL,ELPRO INTERNATIONAL LTD,NSE_EQ,EQ,ES
13517,EMAMILTD,EMAMI LIMITED,NSE_EQ,EQ,ES
10084,EMAMIPAP,EMAMI PAPER MILLS LIMITED,NSE_EQ,BE,ES
19277,EMAMIREAL,EMAMI REALTY LIMITED,NSE_EQ,EQ,ES
14450,EMBDL,EMBASSY DEVELOPMENTS LTD,NSE_EQ,EQ,ES
24398,EMCURE,EMCURE PHARMACEUTICALS L,NSE_EQ,EQ,ES
11530,EMIL,ELECTRONICS MART IND LTD,NSE_EQ,EQ,ES
13421,EMKAY,EMKAY GLOBAL FIN SERV LTD,NSE_EQ,EQ,ES
18146,EMMBI,EMMBI INDUSTRIES LIMITED,NSE_EQ,BE,ES
759728,EMMVEE,EMMVEE PHOTOVOLTAIC PWR L,NSE_EQ,EQ,ES
