pre,close,day_ret,close_pos,rvol,partial_frac,vol_today,vma50,vma_bars,range_pct,gap_pct,atr_pct,turnover_cr,ret_12m,dist_200dma,base_from_high,ret_3m_prior,ext_pct,age,fresh,tier,reject,symbol,level,mcap_cr,conviction,conv_why,rank
3,941.5,12.110027826304615,0.8668398936374769,48.39972853394372,1.0,2219356.0,45854.72,50,16.3515679455158,0.017860224444210537,3.8987948295605417,14.002787498981935,-1.2740548527252038,15.213365063926009,-23.52217818173611,10.20475095269795,4.750778816199386,0.0,True,,no tier,WINDLAS,898.8,1771.24,,,
5,572.0,12.598425196850393,1.0,4.83646756468308,1.0,166584.0,34443.32,50,12.430070997118117,-2.3076923076923106,6.011488054182146,4.1730673073347475,2.8684493403801303,40.859551412220355,-8.755926000418535,31.912730567572734,1.5985790408525657,0.0,True,B,,AARTISURF,563.0,440.3,3.0,"['atr>=5%', 'day>=+6%', 'trend not exhausted']",2.0
2,1194.0,6.49304780579365,0.8741419115870394,6.257518197904257,1.0,8151081.0,1302606.04,50,7.31993504305381,0.19659974726318197,2.299593350167878,157.52349370934755,28.015437372479425,22.36706470510925,-5.2898857384680475,19.137609795049237,1.0579771476936006,,,,not tradeable,ZYDUSLIFE,1181.5,112563.44,,,
4,2159.699951171875,1.2327763209903475,0.9929895213594282,0.3824701510416483,1.0,235918.0,616827.22,50,1.9817590311515847,0.08913452234342589,2.1831735575376725,42.86648969379517,64.19203947677971,28.43096701246761,-2.0540369531671154,20.081121172172047,-0.758204614838931,,,,not tradeable,ANANDRATHI,2176.2,35322.73,,,
1,971.2999877929688,7.325965501985499,0.963927692624833,11.239750268145725,1.0,8228014.0,732045.98,50,7.7061670895392,0.8131878905762058,3.2166015196193007,114.03662526211028,4.395954676018388,11.372988938690387,-15.139194316301808,6.919966449563919,1.4942515980113535,0.0,True,,no tier,ARE&M,957.0,16434.13,,,
3,293.45001220703125,0.738079129474789,0.5833345443448186,0.3465902860519764,1.0,18838.0,54352.36,50,2.862506070756684,0.6043861418675966,2.8491106647874123,1.6626262643247987,-8.710530078302337,8.430317836723656,-11.276242568499972,2.7866436797199245,-9.345068826990655,,,,not tradeable,CAPITALSFB,323.7,1315.56,,,
7,280.260009765625,0.4516164034498171,1.0,2.23245448251191,1.0,220418.0,98733.48,50,3.6252085247986536,4.525695326152879,4.714499528038613,2.151251824107971,66.67262559531058,75.28520537951829,0.0,50.19131870039628,8.627910761870151,1.0,False,,base was +0.0% off its 252d high (already at highs),BIRLACABLE,258.0,801.03,,,
6,261.75,0.2873563218390718,1.0,1.9868538796120843,1.0,30596.0,15399.22,50,4.068767908309458,4.697343266573295,4.967934848797372,0.409553459961319,42.59642813323061,53.3853777968893,-10.904215810549312,41.352910196973866,-6.451036454610437,,,,not tradeable,CHEMBONDCH,279.8,670.94,,,
7,363.5,1.8635263507758904,0.9647887626637095,0.15093759811730875,1.0,1033744.0,6848817.08,50,3.9064682825395463,-1.012480969898577,6.126351336829436,210.3027006621402,133.1024716615504,112.30225881319731,-1.5565297698048042,87.7701909919659,-0.7373020207536829,999.0,False,,base was -1.6% off its 252d high (already at highs),DIACABS,366.2,19001.42,,,
7,276.8999938964844,4.293783011858521,0.9918694224784045,1.036519325397507,1.0,35779105.0,34518512.22,50,4.442036934315793,1.0620108239769666,3.9281857275000798,812.7904446384857,727.8026534554599,141.11945823443,-1.955596384860181,115.08923593243705,3.7078628825784277,0.0,True,,base was -2.0% off its 252d high (already at highs),CUPID,267.0,35103.67,,,
2,512.0,2.012354298932051,1.0,0.4993659180692534,1.0,1092462.0,2187698.36,50,2.587890625,0.0,2.65555168901171,144.05539211807113,-7.714489678204561,3.0766467545724874,-13.947707861725778,-3.452915751168628,-4.655493482309126,,,,not tradeable,CONCOR,537.0,37925.44,,,
5,0.7099999785423279,0.0,0.9999978542353496,1.256414535643082,1.0,11630016.0,9256511.82,50,1.408452425795778,4.411760452090707,7.344063516918084,1.070740983647427,31.48147228323419,35.0708615633186,-26.881720223362315,25.92592224662702,-7.792210578918457,,,,not tradeable,GATECH,0.77,81.14,,,
6,62.459999084472656,6.678052772607357,0.9999997658498296,2.895706312285279,1.0,445692.0,153914.78,50,6.260007717341557,-1.5966399377133622,5.27651994207579,1.3430408176599693,51.601936718062305,72.67809702974932,-0.10074105424370261,78.51784197791984,9.100435082048296,,,,not tradeable,GULFPETRO,57.25,303.15,,,
1,4319.0,1.1475409836065653,0.9866864289986271,0.26367465229344134,1.0,5841.0,22152.3,50,1.5651816465038118,-0.04447441155415177,2.650084344921112,5.799733184836426,16.418235361861043,10.078097275621122,-10.182504374943147,0.2722835994660944,-9.192212270299816,,,,not tradeable,INGERRAND,4756.2,13485.72,,,
2,34.2400016784668,1.0924203077955053,0.9848510279799952,0.7079947805103578,1.0,3104782.0,4385317.64,50,1.9275699989672144,-0.029522242960855483,1.9233956686476565,16.06506510198675,-5.9340652661138975,-2.869790326360455,-18.94736438636897,0.5938264879074673,-8.351173237508569,,,,not tradeable,IOB,37.36,65334.72,,,
4,1287.699951171875,3.8467702557963612,0.9999991007711778,1.8852001421308116,1.0,205112.0,108801.18,50,4.216820847945524,1.1089347125898152,3.3121077953257574,10.071188100056762,52.86086346775028,32.605851663413475,-12.711742034586305,7.5600839268229025,-8.34875792370996,999.0,False,,no tier,KRN,1405.0,7640.14,,,
1,963.5999755859375,3.993093133485459,0.996402438595999,7.18337808502663,1.0,844744.0,117597.04,50,5.770029203891495,-3.749873913300661,3.0562480259173017,18.78940730239502,-13.895094575315614,-2.1166190199056967,-18.745782196816318,-3.285112658730338,-7.523994665457057,141.0,False,B,,JUBLPHARMA,1042.0,15224.69,1.0,['trend not exhausted'],1.0
5,1859.0,0.5680281309169644,1.0,0.6368659707768188,1.0,1485049.0,2331807.74,50,1.393223475743007,-0.2966558791801521,2.352263402913193,377.58434328828366,121.77154786758129,55.78928109212524,-0.8980141324375412,40.935005701254276,0.12926855542390037,,,,not tradeable,LAURUSLABS,1856.6,100077.89,,,
6,166.2100067138672,0.7333374023437589,1.0,0.9976244600534552,1.0,1450842.0,1454296.74,50,4.668798178309422,0.34054825485259066,4.620660607033732,28.39181938699745,92.97574830384816,64.81215246536568,-2.089904477889115,53.58177165415208,-1.036018628242219,999.0,False,,no tier,MBAPL,167.95,7204.16,,,
5,8570.5,3.25903614457832,0.9895833333333334,1.3260918477701376,1.0,599754.0,452271.84,50,3.3603640394376058,0.0,2.5577770925183563,459.36202775249996,39.732615961522775,30.394381957939242,-3.3197437390797946,19.91620313515856,-0.1688992428654612,,,,not tradeable,DIVISLAB,8585.0,220180.15,,,
4,41.599998474121094,4.812295070544037,0.9848480995255295,9.924541704572361,1.0,191130.0,19258.32,50,9.519231118394071,0.025197382702391025,5.836195714412782,0.10805450070365905,45.45453817921701,28.897917703362765,-9.592160271174654,7.9140598618015146,-5.217592904713841,,,,not tradeable,NGIL,43.89,68.3,,,
6,117.31999969482422,2.9122804340563357,0.999999908079586,0.5701660031683476,1.0,80995.0,142055.12,50,2.829867037705474,-0.8867994025697046,1.9501002628454809,0.9772243527587509,63.01236307479117,78.75086131067195,-2.2437590828438325,109.31755240418602,-0.28896847286739025,,,,not tradeable,NRL,117.66,797.46,,,
4,1869.9000244140625,8.061719719822392,0.9694012006123867,1.2053028222446691,1.0,129467.0,107414.5,50,8.214342905746035,-0.05198546691381756,6.296364869747509,39.60138743517944,14.549129897572065,35.10008581589219,-12.714895446023444,32.32192116500829,-5.727248580082556,999.0,False,,no tier,NILKAMAL,1983.5,2583.71,,,
3,4518.0,1.5280898876404603,1.0,0.6523567363386922,1.0,8269.0,12675.58,50,2.1248339973439574,-0.015732250697031436,4.4265796282874454,8.07013468135376,-5.290958986892125,4.838817309537791,-27.50003638903964,5.364458521756621,-2.1442495126705707,134.0,False,,no tier,ORISSAMINE,4617.0,2670.03,,,
6,505.5,10.479731938869064,1.0,2.831937517109303,1.0,49863.0,17607.38,50,9.515332562515455,-4.96417567931956,4.761905193126722,0.525827549591217,99.52634214402151,40.04894081615835,0.0,26.881011126268707,9.179265658747294,,,,not tradeable,PANACHE,463.0,742.11,,,
5,2817.699951171875,2.2498821024993676,0.9962493896484375,0.3495132478767219,1.0,261615.0,748512.4,50,2.839195137393113,-0.04352538047736054,3.9553532306644414,194.90514424637328,124.76866672359907,64.06065760990222,-2.0639466307726506,40.85218584623045,0.09591300788187596,0.0,True,,no tier,RRKABEL,2815.0,31186.1,,,
4,273.8999938964844,1.2756448636475293,0.9999992274030883,0.9423671203554238,1.0,6410.0,6802.02,50,2.8842643943196444,1.960419305195571,3.9701659748494587,0.3060512306588745,-8.256571731491091,9.106746165834135,-12.458745874587462,2.019230769230762,-6.6143900796166495,,,,not tradeable,PODDARMENT,293.3,281.49,,,
3,3.319999933242798,0.0,0.9999996821087208,3.2172933408334825,1.0,8425080.0,2618685.68,50,6.325304491770209,4.731856572199766,3.4208267024874512,0.6836236037269319,-49.848942739635525,-16.234903728828463,-71.9469024532132,25.296447120219234,6.070285407118137,,,,not tradeable,SADHNANIQ,3.13,939.81,,,
4,16.520000457763672,20.672030417265617,1.0,12.851419928638586,1.0,220069.0,17124.1,50,19.91525922737604,-0.5809794823591674,7.0347638854531285,0.04184896942160606,-28.017429592242948,6.330599705637274,-46.5242700669372,0.0726760807812088,-9.677416852030218,,,,not tradeable,SHEKHAWATI,18.29,47.6,,,
2,585.9000244140625,2.251313161267454,0.9973621234423162,0.5944626645786572,1.0,439293.0,738974.92,50,3.2343422798083123,-0.3391620428958353,3.008803301139707,31.682944719428097,35.40559461175392,16.733382739580826,-7.993280565778004,13.402369271603787,-6.240994652894461,999.0,False,,no tier,STARHEALTH,624.9,33840.18,,,
4,334.1499938964844,4.470841807125292,0.9623820912656653,0.32464754019946496,1.0,1254945.0,3865561.4,50,4.773309142113099,-0.07810059207532527,5.304503931706067,74.21370689978576,-3.717042025709516,10.46386692331096,-24.056938053732946,19.753094172021424,-7.051462059392389,147.0,False,,no tier,SONATSOFTW,359.5,8880.15,,,
2,154.5,0.44860701668199,1.0,0.38813011115662205,1.0,5496.0,14160.2,50,2.2524271844660126,0.6412325563029064,3.5524741502145454,0.36104024222854614,-9.224440205493401,4.605591467108261,-19.051907118265387,9.799553955313979,-2.215189873417722,,,,not tradeable,STARPAPER,158.0,237.81,,,
7,138.82000732421875,6.7846210186297995,1.0,2.3416327802845824,1.0,556678.0,237730.7,50,6.353556302312627,-1.6715880808100603,6.018585748661719,2.8949877995949556,60.331091334115385,81.87559978951782,-12.152819459224462,86.47391236742044,-7.7607924756021625,999.0,False,,no tier,UNIVASTU,150.5,150.25,,,
5,1280.300048828125,2.1298718699884978,0.9412706163194444,1.025685869800056,1.0,1182201.0,1152595.58,50,4.920721518183546,1.3911315781497402,5.02281907456266,119.33561870318847,149.86338560232667,35.47639769098947,-10.379816882140469,5.144995215911008,-7.197734935624456,999.0,False,,no tier,TDPOWERSYS,1379.6,19319.71,,,
4,312.0,2.2950819672131084,1.0,1.9240828281632196,1.0,78645.0,40874.02,50,4.455128205128197,2.434928631402178,3.928571568303929,0.46470772341842653,-12.025939554628362,16.18848119540901,-25.0,3.3136666857975117,-5.311077389984831,,,,not tradeable,VALIANTORG,329.5,834.37,,,
3,1424.699951171875,2.430075933894038,0.9928729494507126,0.4924753696167655,1.0,141457.0,287236.7,50,2.955008173150487,-0.1220703146400437,3.2041852826888255,28.370960134798587,32.91351046947359,28.258763768214614,-3.291668362087674,7.786375819345004,-1.0625033908420178,999.0,False,,no tier,VIJAYA,1440.0,14329.99,,,
5,599.0,1.7064245835240577,1.0,0.5540024487089884,1.0,107963.0,194878.2,50,2.0116861435726134,0.4605564532249362,3.2756999202539947,11.691223010386658,16.866649939703148,29.67606384399002,-2.5839129458936183,25.0,-0.4652708541043493,999.0,False,,no tier,WSTCSTPAPR,601.8,3872.18,,,
2,1823.9000244140625,3.4719506970826597,0.9986687671646138,1.0290472719582364,1.0,817068.0,794004.34,50,4.117550249176963,2.4825553006904144,3.4513945504951766,70.76033410356324,27.733034052051252,20.291540167765042,-15.019762845849804,8.572153327467923,-9.886362430135254,999.0,False,,no tier,ZENTEC,2024.0,15465.32,,,
