symbol,ltp,level,which,level_c,level_d,mcap_cr,level_52,pct,gap,score,max_score,failing,eligible,bucket,px,atr_pct,turnover_cr,ret_12m,ret_3m,ret_1m,dist_50dma,dist_200dma,dma200_slope,base_tight,base_depth_pct,spike_level,screened_ok,pre_score,pre_passed,pre_max,btst_ready,gate_failed,brk_score
INDORAMA,56.41,57.9,D,66.45,57.9,1534.72,75.0,-2.573402417962007,2.573402417962007,6,8,"c03,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
BAJAJFINSV,2021.3,2074.9,D,2118.5,2074.9,324294.11,2195.0,-2.583257024434919,2.583257024434919,5,8,"c04,c06,c07",True,SCREENED,2021.3,2.463407048913447,311.78688057828003,5.057172557172551,16.153318969974006,5.9326044684477885,9.500479297425702,5.711661779365262,-0.5654817741119533,2.128448629223918,-23.03243529808666,1.0734732824427384,True,1.0,depth>=-45,8.0,False,atr<3%,
INFRABEES,980.6,1006.63,C+D,1006.63,1006.63,,1018.3,-2.585855776203766,2.585855776203766,7,8,c06,True,SCREENED,980.6,1.2888606203654467,0.79674799793396,5.08380430159332,1.4704193065086635,1.1605740648275464,1.4050272847156098,1.4972882765136308,0.2557514558955365,1.4909961938120733,-13.438902517713803,0.2729372933681917,True,1.0,depth>=-45,8.0,False,"turnover<2Cr,atr<3%",
INDIGO,5333.5,5476.5,D,5508.0,5476.5,206383.61,6232.5,-2.6111567607048296,2.6111567607048296,7,8,c06,True,SCREENED,5333.5,2.563982375550764,506.6357062025,-7.7488541036063285,24.59992991472959,1.9887178506549308,4.681059862610404,8.129071971047864,-1.0197957148251224,2.5518126001013286,-28.87428191049256,0.8052708638360162,True,1.0,depth>=-45,8.0,False,atr<3%,
CPPLUS,3764.8,3866.0,C+D,3866.0,3866.0,44359.32,3866.0,-2.6176927056388988,2.6176927056388988,8,8,,True,WATCH,3764.8,4.198287066182371,60.53680631302856,,50.46560301590404,2.7959835186408544,6.742516238745644,72.06333617131008,11.818361013881674,4.5734557684373955,-64.06104437625291,2.0860839714813784,True,2.0,"dist200>=25,200slope>=2",8.0,False,,
ATALREAL,34.57,35.5,C,35.5,33.77,440.7,35.5,-2.619718309859154,2.619718309859154,5,8,"c03,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DYNPRO,269.7,277.0,C+D,277.0,277.0,332.72,415.8,-2.6353790613718453,2.6353790613718453,4,8,"c04,c06,c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
MONARCH,393.15,403.8,C+D,403.8,403.8,3096.37,403.8,-2.6374442793462194,2.6374442793462194,8,8,,True,WATCH,393.15,3.8662080499153477,15.349982369610444,14.237979652050825,33.656300580565414,8.996392208144254,10.513621850406096,26.326159682496964,1.8841908327680068,3.895823341320754,-41.69143215744374,0.9499969482421822,True,3.0,"dist200>=25,depth>=-45,px<=500",8.0,False,,
MAHASTEEL,1021.4,1050.0,D,1103.7,1050.0,1691.3,1103.7,-2.723809523809526,2.723809523809526,8,8,,True,SCREENED,1021.4,5.716593983343503,1.3199149400405883,185.86622863022106,20.207130201986345,18.265497727851265,18.04271466357146,23.556028070723745,5.864171967822185,5.2537821017283814,-35.8142845517113,5.114281063988102,True,6.0,"ret12m>=40,ret1m>=10,dist50>=12,200slope>=2,depth>=-45,spike>=3",8.0,False,turnover<2Cr,
MPSLTD,2864.4,2944.9,C,2944.9,2800.0,4900.22,2944.9,-2.733539339196577,2.733539339196577,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
AKSHARCHEM,278.61,286.5,C,286.5,256.8,231.26,330.8,-2.7539267015706757,2.7539267015706757,5,8,"c03,c04,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
ARTEMISMED,315.95,324.9,C,324.9,308.0,,324.9,-2.7546937519236656,2.7546937519236656,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
GRWRHITECH,7001.0,7199.5,D,7990.0,7199.5,16262.86,7990.0,-2.757135912216126,2.757135912216126,7,8,c07,True,WATCH,7001.0,4.411614667292428,57.0071208725,109.72380631490633,31.79345026064002,0.47359357060849927,4.32437265303689,52.5478386653065,9.938488396493916,4.712486087146272,-60.152787709867006,8.46399239801805,True,4.0,"ret12m>=40,dist200>=25,200slope>=2,spike>=3",8.0,True,,
TECHM,1640.0,1686.6,C,1686.6,1854.0,145543.9,1854.0,-2.7629550575121495,2.7629550575121495,7,8,c07,True,SCREENED,1640.0,2.43728318696238,513.5779524260205,12.40575736806031,22.078306550225246,9.006314390162839,8.784623444796157,9.35301669835562,1.0364160526836752,2.8719028228564976,-22.678763453934693,10.81888822474597,True,2.0,"depth>=-45,spike>=3",8.0,False,atr<3%,
ATHERENERG,1466.2,1508.0,C,1508.0,1345.0,56402.59,1508.0,-2.7718832891246654,2.7718832891246654,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
SJS,2372.0,2439.9,D,2590.0,2439.9,7771.83,2590.0,-2.7829009385630594,2.7829009385630594,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
CAPLIPOINT,2623.8,2699.0,C+D,2699.0,2699.0,20093.96,2699.0,-2.786217117450901,2.786217117450901,8,8,,True,WATCH,2623.8,3.357725835169206,25.234830210131836,34.072560040878905,29.647195211765265,0.2943275125691258,5.8697639962297155,31.868695231327738,2.7550153141856715,3.242425176030584,-44.41274365216283,0.5513765403975857,True,3.0,"dist200>=25,200slope>=2,depth>=-45",8.0,False,,
KOVAI,6162.0,6340.0,C+D,6340.0,6340.0,6738.08,6340.0,-2.8075709779179814,2.8075709779179814,6,8,"c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
DEVYANI,133.56,137.42,C+D,137.42,137.42,16352.15,191.0,-2.8089070004366072,2.8089070004366072,6,8,"c04,c05",False,OTHER,,,,,,,,,,,,,,,,,,,
APLLTD,831.35,855.4,C+D,855.4,855.4,16484.92,1002.0,-2.8115501519756787,2.8115501519756787,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
CRISIL,4635.4,4770.0,C,4770.0,4872.7,33579.09,5451.0,-2.82180293501049,2.82180293501049,7,8,c04,True,WATCH,4635.4,3.012529390956398,36.62500696549927,-13.437908496732032,15.102305726119813,13.130280433416042,11.596620852201989,6.833492145847897,-0.7919219678770961,2.7313872679649065,-22.72536687631027,2.1530439268867996,True,2.0,"ret1m>=10,depth>=-45",8.0,False,,
GAEL,172.85,177.92,D,184.03,177.92,7860.07,184.03,-2.8495953237410037,2.8495953237410037,6,8,"c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
CPCAP,117.56,121.02,C+D,121.02,121.02,218.84,167.98,-2.8590315650305684,2.8590315650305684,5,8,"c04,c05,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
INDIQUBE,185.52,191.0,C+D,191.0,191.0,3739.38,243.8,-2.8691099476439734,2.8691099476439734,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
MARICO,863.5,889.1,C+D,889.1,889.1,110645.37,889.1,-2.8793161624114294,2.8793161624114294,7,8,c07,True,SCREENED,863.5,2.168913484753702,157.90379201712432,20.592139476394134,3.6117080278585068,1.2903225806451646,2.906773702673049,10.724895464061145,2.029373385636357,2.0687302019833376,-20.33517176999564,0.8793328660215538,True,2.0,"200slope>=2,depth>=-45",8.0,False,atr<3%,
HONASA,477.1,491.35,C+D,491.35,491.35,15534.32,491.35,-2.9001729927750075,2.9001729927750075,8,8,,True,SCREENED,477.1,2.9501141832771283,36.76290813362595,79.76639448834588,37.45318110357927,1.059096342266952,7.977331298957058,41.66959856703478,5.6329612261248885,3.48417501874565,-46.758928237811006,2.364584604899078,True,4.0,"ret12m>=40,dist200>=25,200slope>=2,px<=500",8.0,False,atr<3%,
AARTIDRUGS,422.55,435.25,C+D,435.25,435.25,3829.23,534.55,-2.9178632969557703,2.9178632969557703,5,8,"c04,c06,c07",True,SCREENED,422.55,2.804402774509198,8.848643113536223,-13.96721872115968,16.613769251403454,6.7854402235703715,7.679918727009349,7.5130653094876765,-2.387522276373888,3.1440735476895396,-26.720272899016372,1.7176925001998633,True,2.0,"depth>=-45,px<=500",8.0,False,atr<3%,
TMB,890.2,917.0,C+D,917.0,917.0,14042.64,917.0,-2.9225736095965056,2.9225736095965056,8,8,,True,WATCH,890.2,3.5786500625862567,61.09684403914429,103.24200913242012,30.60446477198586,11.05289759387773,12.752051879623071,38.35140797588921,7.087337522748194,3.9164186017218308,-37.835333937517035,3.6041153874108556,True,7.0,"ret12m>=40,ret1m>=10,dist200>=25,dist50>=12,200slope>=2,depth>=-45,spike>=3",8.0,False,,
RAYMOND,627.0,646.0,C+D,646.0,646.0,4215.56,679.0,-2.941176470588235,2.941176470588235,8,8,,True,WATCH,627.0,3.51162134962762,29.74349039524109,-2.5262339681305868,36.363639983895645,0.23980815347721673,6.25407806295093,30.519088956959585,0.3950894905083935,4.3081436262436466,-50.464396284829725,1.150861239327572,True,1.0,dist200>=25,8.0,False,,
KRISHIVAL,397.8,410.0,C+D,410.0,410.0,875.27,482.44,-2.9756097560975583,2.9756097560975583,5,8,"c06,c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
TALBROAUTO,422.05,435.0,D,449.85,435.0,2703.34,449.85,-2.9770114942528707,2.9770114942528707,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
SWELECTES,691.25,712.5,C+D,712.5,712.5,1042.94,977.0,-2.982456140350877,2.982456140350877,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
RISHABH,671.9,692.8,C+D,692.8,692.8,2600.64,692.8,-3.016743648960736,3.016743648960736,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
HMVL,93.87,96.85,D,108.16,96.85,692.64,108.16,-3.076923076923067,3.076923076923067,5,8,"c03,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
ACE,1113.6,1149.0,C,1149.0,1087.5,13181.98,1170.0,-3.0809399477806867,3.0809399477806867,6,8,"c03,c04",False,OTHER,,,,,,,,,,,,,,,,,,,
RAJRATAN,527.2,544.0,D,563.95,544.0,2655.38,563.95,-3.0882352941176388,3.0882352941176388,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
EICHERMOT,7975.0,8230.0,C+D,8230.0,8230.0,219294.18,8230.0,-3.0984204131227218,3.0984204131227218,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
BASML,28.34,29.25,C+D,29.25,29.25,221.78,31.9,-3.1111111111111116,3.1111111111111116,4,8,"c04,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
KECL,150.17,155.0,C,155.0,148.0,1054.48,155.0,-3.1161290322580726,3.1161290322580726,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
BERGEPAINT,542.1,559.7,C+D,559.7,559.7,63098.01,594.55,-3.1445417187779205,3.1445417187779205,6,8,"c04,c06",True,OTHER,,,,,,,,,,,,,,,,,,,
MAHSCOOTER,13692.0,14139.0,C+D,14139.0,14139.0,15750.03,18538.0,-3.161468279227668,3.161468279227668,6,8,"c04,c06",True,OTHER,,,,,,,,,,,,,,,,,,,
EMUDHRA,530.0,547.45,C,547.45,590.75,4429.74,775.0,-3.187505708283869,3.187505708283869,6,8,"c04,c05",False,OTHER,,,,,,,,,,,,,,,,,,,
RPPL,26.11,26.97,C,26.97,23.69,195.27,26.97,-3.188728216536891,3.188728216536891,4,8,"c03,c04,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
BLSE,314.5,324.9,C,324.9,304.75,2867.4,324.9,-3.200984918436435,3.200984918436435,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
MANAPPURAM,369.3,381.55,C+D,381.55,381.55,31270.91,381.55,-3.210588389464028,3.210588389464028,7,8,c07,True,OTHER,,,,,,,,,,,,,,,,,,,
GHCLTEXTIL,120.86,124.9,C+D,124.9,124.9,1160.25,124.9,-3.234587670136114,3.234587670136114,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
TATVA,1775.6,1835.0,D,1838.1,1835.0,4153.19,1838.1,-3.2370572207084516,3.2370572207084516,7,8,c07,True,OTHER,,,,,,,,,,,,,,,,,,,
ICICIBANK,1431.8,1480.0,C+D,1480.0,1480.0,1022599.33,1480.0,-3.2567567567567597,3.2567567567567597,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
HITECHCORP,323.0,333.9,C+D,333.9,333.9,554.55,333.9,-3.264450434261749,3.264450434261749,7,8,c12,False,OTHER,,,,,,,,,,,,,,,,,,,
STALLION,254.0,262.58,D,279.0,262.58,2059.87,360.31,-3.2675755960088293,3.2675755960088293,7,8,c07,True,OTHER,,,,,,,,,,,,,,,,,,,
STARPAPER,152.83,158.0,C+D,158.0,158.0,239.6,188.8,-3.2721518987341693,3.2721518987341693,6,8,"c04,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
GODREJPROP,2108.4,2180.0,C+D,2180.0,2180.0,63349.42,2352.0,-3.284403669724766,3.284403669724766,5,8,"c04,c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
VIJAYA,1392.6,1440.0,C+D,1440.0,1440.0,14292.95,1440.0,-3.291666666666673,3.291666666666673,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
GABRIEL,1469.8,1519.9,D,1600.0,1519.9,26412.6,1600.0,-3.2962694914139177,3.2962694914139177,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
MAHESHWARI,73.0,75.5,C+D,75.5,75.5,241.26,75.5,-3.3112582781456954,3.3112582781456954,5,8,"c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DIVISLAB,8300.0,8585.0,C,8585.0,8090.0,219636.33,8585.0,-3.3197437390797906,3.3197437390797906,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
STEELCAS,332.55,344.0,D,345.5,344.0,3413.46,345.5,-3.32848837209302,3.32848837209302,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
TNPETRO,99.55,102.99,C+D,102.99,102.99,899.1,129.89,-3.340130109719388,3.340130109719388,5,8,"c04,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
GUFICBIO,433.0,448.0,C+D,448.0,448.0,4352.6,448.0,-3.3482142857142856,3.3482142857142856,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
PDMJEPAPER,97.81,101.2,D,101.59,101.2,921.34,148.39,-3.349802371541503,3.349802371541503,5,8,"c04,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
VSSL,337.65,349.5,C,349.5,325.85,3338.85,349.5,-3.39055793991417,3.39055793991417,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
GMMPFAUDLR,993.6,1028.5,C,1028.5,1039.0,4407.43,1324.7,-3.3932912007778295,3.3932912007778295,6,8,"c04,c05",False,OTHER,,,,,,,,,,,,,,,,,,,
SONATSOFTW,320.1,331.5,D,359.5,331.5,8867.66,421.5,-3.4389140271493144,3.4389140271493144,5,8,"c04,c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
ABB,7649.5,7924.5,C+D,7924.5,7924.5,161519.23,7924.5,-3.4702504889898416,3.4702504889898416,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
SMARTLINK,218.0,225.9,D,231.98,225.9,218.18,231.98,-3.497122620628599,3.497122620628599,7,8,c12,False,OTHER,,,,,,,,,,,,,,,,,,,
CAPTRUST,20.28,21.02,C,21.02,18.17,69.08,39.36,-3.5204567078972335,3.5204567078972335,3,8,"c03,c04,c05,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
AIIL,586.2,607.7,C,607.7,584.85,50007.44,683.0,-3.537929899621523,3.537929899621523,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
ORISSAMINE,4450.7,4617.0,C,4617.0,4638.1,2674.05,6138.9,-3.601905999566822,3.601905999566822,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
MARKSANS,271.45,281.6,C+D,281.6,281.6,12237.63,281.6,-3.6044034090909207,3.6044034090909207,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
SAPPHIRE,220.62,228.9,D,229.8,228.9,7097.09,347.9,-3.6173001310615995,3.6173001310615995,6,8,"c04,c05",False,OTHER,,,,,,,,,,,,,,,,,,,
ORCHPHARMA,1079.15,1119.8,C+D,1119.8,1119.8,5368.8,1119.8,-3.6301125200928617,3.6301125200928617,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
FLUOROCHEM,4484.0,4653.2,C+D,4653.2,4653.2,49804.67,4653.2,-3.6362073411845572,3.6362073411845572,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
TANLA,632.1,656.0,C+D,656.0,656.0,8322.78,766.0,-3.6432926829268255,3.6432926829268255,7,8,c04,True,OTHER,,,,,,,,,,,,,,,,,,,
KTKBANK,305.25,316.8,C,316.8,295.4,11561.74,316.8,-3.645833333333337,3.645833333333337,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
DCMNVL,164.76,171.05,C+D,171.05,171.05,307.27,180.5,-3.67728734288221,3.67728734288221,4,8,"c04,c05,c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
RITCO,306.2,318.0,C,318.0,305.0,877.28,318.0,-3.7106918238993742,3.7106918238993742,7,8,c12,False,OTHER,,,,,,,,,,,,,,,,,,,
AVALON,1923.7,1998.0,C,1998.0,1859.0,12953.88,1998.0,-3.7187187187187165,3.7187187187187165,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
UFBL,798.1,829.0,C,829.0,763.35,3134.89,829.0,-3.7273823884197803,3.7273823884197803,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
WESTLIFE,586.15,608.95,C,608.95,559.2,8613.49,775.0,-3.7441497659906506,3.7441497659906506,6,8,"c03,c04",False,OTHER,,,,,,,,,,,,,,,,,,,
NITINSPIN,558.75,580.5,D,590.0,580.5,3161.37,590.0,-3.7467700258397936,3.7467700258397936,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
BAFNAPH,279.3,290.2,C,290.2,262.91,675.43,290.2,-3.756030323914534,3.756030323914534,6,8,"c03,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
INDHOTEL,728.7,757.4,C+D,757.4,757.4,103712.58,811.95,-3.78927911275415,3.78927911275415,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
NURECA,334.25,347.45,D,354.0,347.45,313.39,354.0,-3.7991077852928448,3.7991077852928448,6,8,"c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
PICCADIL,768.8,799.2,C+D,799.2,799.2,7397.02,805.5,-3.8038038038038153,3.8038038038038153,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
UNIVASTU,132.21,137.5,D,150.5,137.5,148.82,150.5,-3.8472727272727214,3.8472727272727214,6,8,"c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
JSWINFRA,342.0,355.8,C+D,355.8,355.8,71836.44,355.8,-3.8785834738617226,3.8785834738617226,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
DIXON,14115.0,14685.0,C+D,14685.0,14685.0,79919.62,18471.0,-3.881511746680286,3.881511746680286,7,8,c04,True,OTHER,,,,,,,,,,,,,,,,,,,
5PAISA,384.4,400.0,C+D,400.0,400.0,1702.93,400.37,-3.9000000000000057,3.9000000000000057,6,8,"c04,c06",True,OTHER,,,,,,,,,,,,,,,,,,,
E2E,602.8,627.7,C,627.7,567.8,12389.52,627.7,-3.966863151186887,3.966863151186887,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
ASIANPAINT,2750.0,2864.0,C+D,2864.0,2864.0,264260.28,2985.7,-3.9804469273743015,3.9804469273743015,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
AGI,718.2,748.0,C+D,748.0,748.0,4628.25,967.0,-3.9839572192513306,3.9839572192513306,6,8,"c04,c06",True,OTHER,,,,,,,,,,,,,,,,,,,
SPECTRUM,2530.2,2637.2,C,2637.2,2478.4,3970.4,2637.2,-4.057333535568027,4.057333535568027,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
SPORTKING,209.94,218.9,D,241.51,218.9,2754.21,241.51,-4.093193238921885,4.093193238921885,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
ARMANFIN,1984.4,2069.2,D,2090.0,2069.2,2080.07,2090.0,-4.098202203750229,4.098202203750229,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
SWANDEF,2622.5,2735.0,C,2735.0,2500.0,13855.9,2735.0,-4.113345521023766,4.113345521023766,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
IDFCFIRSTB,85.1,88.76,C+D,88.76,88.76,73080.75,88.76,-4.123479044614703,4.123479044614703,6,8,"c07,c11",True,OTHER,,,,,,,,,,,,,,,,,,,
APARINDS,16448.0,17157.0,C+D,17157.0,17157.0,66327.53,17157.0,-4.132424083464476,4.132424083464476,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
EXCELINDUS,1012.4,1056.05,D,1060.0,1056.05,1282.07,1348.8,-4.133327020500921,4.133327020500921,6,8,"c04,c06",True,OTHER,,,,,,,,,,,,,,,,,,,
CTE,37.75,39.39,D,40.98,39.39,74.96,59.93,-4.163493272404165,4.163493272404165,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
KRONOX,167.71,175.0,C+D,175.0,175.0,624.57,180.5,-4.165714285714281,4.165714285714281,7,8,c12,False,OTHER,,,,,,,,,,,,,,,,,,,
TORNTPHARM,4924.0,5140.7,D,5250.0,5140.7,186319.43,5250.0,-4.2153792285097325,4.2153792285097325,7,8,c07,True,OTHER,,,,,,,,,,,,,,,,,,,
RPEL,1313.8,1371.8,C+D,1371.8,1371.8,6052.41,1371.8,-4.22802157748943,4.22802157748943,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
NYKAA,323.7,338.0,D,348.0,338.0,94047.0,348.0,-4.230769230769234,4.230769230769234,7,8,c07,True,OTHER,,,,,,,,,,,,,,,,,,,
BAJFINANCE,1102.2,1151.5,D,1176.4,1151.5,677099.08,1176.4,-4.281372123317408,4.281372123317408,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
SHARDAMOTR,955.7,998.55,C,998.55,1016.7,5400.91,1189.9,-4.291222272294819,4.291222272294819,6,8,"c04,c06",True,OTHER,,,,,,,,,,,,,,,,,,,
TOTAL,66.99,70.0,D,71.79,70.0,106.71,87.89,-4.300000000000007,4.300000000000007,4,8,"c04,c05,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
AARTIIND,500.55,523.1,C+D,523.1,523.1,18280.56,523.1,-4.310839227681134,4.310839227681134,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
KANSAINER,215.65,225.4,C,225.4,238.0,17473.76,264.0,-4.32564330079858,4.32564330079858,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
INDOTECH,3804.4,3976.8,C,3976.8,3599.0,4045.06,3976.8,-4.335143834238586,4.335143834238586,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
VIMTALABS,645.65,675.0,C,675.0,634.0,2879.98,902.65,-4.348148148148152,4.348148148148152,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
PGIL,2428.9,2539.6,C,2539.6,2144.2,11261.88,2539.6,-4.358954166010388,4.358954166010388,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
GLAXO,2601.0,2719.8,C+D,2719.8,2719.8,44015.53,2883.4,-4.3679682329583125,4.3679682329583125,5,8,"c04,c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
TNPL,153.88,161.0,C+D,161.0,161.0,1075.67,179.9,-4.422360248447208,4.422360248447208,7,8,c04,True,OTHER,,,,,,,,,,,,,,,,,,,
ANANTRAJ,604.25,632.4,D,641.7,632.4,21319.72,743.65,-4.451296647691331,4.451296647691331,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
CRAFTSMAN,10282.5,10762.0,C,10762.0,10275.0,25199.29,10762.0,-4.455491544322617,4.455491544322617,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
SANATHAN,481.9,504.45,C+D,504.45,504.45,4111.36,551.95,-4.470215085736943,4.470215085736943,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
KIMS,819.5,858.0,C+D,858.0,858.0,32292.19,858.0,-4.487179487179487,4.487179487179487,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
INDSWFTLAB,237.24,248.45,C+D,248.45,248.45,1995.47,248.45,-4.511974240289788,4.511974240289788,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
ALKYLAMINE,1916.4,2007.0,C+D,2007.0,2007.0,9813.39,2201.9,-4.514200298953658,4.514200298953658,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
ATUL,6854.0,7180.0,C+D,7180.0,7180.0,20286.12,7180.0,-4.540389972144847,4.540389972144847,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
MIDHANI,434.15,454.8,C+D,454.8,454.8,8214.07,454.8,-4.5404573438874305,4.5404573438874305,7,8,c08,False,OTHER,,,,,,,,,,,,,,,,,,,
PRIVISCL,3612.7,3785.3,C+D,3785.3,3785.3,14137.62,3785.3,-4.559744273901681,4.559744273901681,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
CENTEXT,22.57,23.66,D,24.0,23.66,178.99,34.75,-4.606931530008453,4.606931530008453,5,8,"c04,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DLF,660.0,692.0,C+D,692.0,692.0,162737.13,794.8,-4.624277456647398,4.624277456647398,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
GRAVITA,1783.5,1870.0,C+D,1870.0,1870.0,12986.87,1913.6,-4.625668449197861,4.625668449197861,6,8,"c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
IFBIND,1404.7,1473.0,D,1476.1,1473.0,5683.25,2019.8,-4.636795655125591,4.636795655125591,6,8,"c04,c06",True,OTHER,,,,,,,,,,,,,,,,,,,
SANDESH,1096.55,1150.0,D,1270.0,1150.0,837.44,1438.5,-4.647826086956526,4.647826086956526,6,8,"c04,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
ASKAUTOLTD,655.6,687.7,C,687.7,530.0,12804.45,687.7,-4.667733023120549,4.667733023120549,7,8,c03,False,OTHER,,,,,,,,,,,,,,,,,,,
DHAMPURSUG,159.43,167.25,C+D,167.25,167.25,1018.11,167.25,-4.675635276532134,4.675635276532134,7,8,c08,False,OTHER,,,,,,,,,,,,,,,,,,,
INDUSINDBK,1027.3,1077.85,C+D,1077.85,1077.85,79348.74,1077.85,-4.689891914459336,4.689891914459336,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
BIOCON,426.1,447.15,C+D,447.15,447.15,68960.6,447.15,-4.707592530470749,4.707592530470749,7,8,c06,True,OTHER,,,,,,,,,,,,,,,,,,,
TIMETECHNO,206.89,217.19,C+D,217.19,217.19,10234.28,249.15,-4.74239145448686,4.74239145448686,5,8,"c04,c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
DPABHUSHAN,1474.3,1548.0,C+D,1548.0,1548.0,3369.27,1719.9,-4.760981912144706,4.760981912144706,7,8,c04,True,OTHER,,,,,,,,,,,,,,,,,,,
SUPREMEINF,88.39,92.82,D,99.46,92.82,706.69,124.81,-4.772678302090059,4.772678302090059,4,8,"c04,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
