symbol,ltp,level,which,level_c,level_d,mcap_cr,level_52,pct,gap,score,max_score,failing,eligible,bucket,px,atr_pct,turnover_cr,ret_12m,ret_3m,ret_1m,dist_50dma,dist_200dma,dma200_slope,base_tight,base_depth_pct,spike_level,screened_ok,pre_score,pre_passed,pre_max,btst_ready,gate_failed,brk_score
LTM,4795.0,5692.0,C,5692.0,6275.5,141916.26,6429.5,-15.758959943780745,15.758959943780745,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
3PLAND,31.5,37.4,C+D,37.4,37.4,56.26,52.9,-15.775401069518713,15.775401069518713,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
IDEA,12.92,15.34,C+D,15.34,15.34,140140.0,15.34,-15.77574967405476,15.77574967405476,4,8,"c06,c07,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
HINDUNILVR,2087.2,2479.6,C+D,2479.6,2479.6,492203.12,2705.09,-15.825133085981612,15.825133085981612,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
JAMNAAUTO,128.44,152.6,C+D,152.6,152.6,5160.23,152.6,-15.83224115334207,15.83224115334207,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
LASA,7.7,9.15,C,9.15,9.45,39.74,14.08,-15.846994535519126,15.846994535519126,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
POWERMECH,2530.6,3007.5,C+D,3007.5,3007.5,7791.8,3260.0,-15.857024106400669,15.857024106400669,7,8,c06,True,OTHER,,,,,,,,,,,,,,,,,,,
IKIO,197.71,235.0,C+D,235.0,235.0,1514.86,252.9,-15.868085106382976,15.868085106382976,7,8,c04,True,OTHER,,,,,,,,,,,,,,,,,,,
MOIL,283.85,337.4,C,337.4,353.5,5761.11,404.9,-15.871369294605797,15.871369294605797,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
ROTO,66.34,78.87,C+D,78.87,78.87,1266.75,90.6,-15.886902497781161,15.886902497781161,4,8,"c04,c06,c07,c11",True,OTHER,,,,,,,,,,,,,,,,,,,
ALEMBICLTD,84.84,100.87,C+D,100.87,100.87,2199.09,110.56,-15.891741845940318,15.891741845940318,3,8,"c04,c05,c06,c07,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
DCW,46.92,55.8,C+D,55.8,55.8,1389.31,81.31,-15.913978494623649,15.913978494623649,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
BODALCHEM,68.86,81.9,C+D,81.9,81.9,867.32,81.9,-15.92185592185593,15.92185592185593,3,8,"c06,c07,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
HECPROJECT,134.94,160.5,C+D,160.5,160.5,146.8,173.47,-15.925233644859816,15.925233644859816,6,8,"c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
OMAXE,84.9,101.0,C+D,101.0,101.0,1566.43,101.0,-15.940594059405935,15.940594059405935,6,8,"c06,c11",True,OTHER,,,,,,,,,,,,,,,,,,,
TIRUPATIFL,70.5,83.9,C+D,83.9,83.9,895.66,83.9,-15.971394517282485,15.971394517282485,6,8,"c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
HINDPETRO,393.15,467.9,C,467.9,475.75,83771.7,508.45,-15.975635819619576,15.975635819619576,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
IREDA,120.0,142.85,C+D,142.85,142.85,33262.67,163.35,-15.995799789989496,15.995799789989496,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
MCLOUD,29.02,34.55,C+D,34.55,34.55,1720.44,90.5,-16.005788712011572,16.005788712011572,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
EIDPARRY,791.25,942.15,C+D,942.15,942.15,14109.27,1196.4,-16.016557872950166,16.016557872950166,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
FISCHER,38.98,46.43,C+D,46.43,46.43,2508.62,124.7,-16.04566013353436,16.04566013353436,3,8,"c04,c05,c06,c07,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
BAJAJELEC,363.1,432.55,C,432.55,442.0,4400.21,653.8,-16.05594728933071,16.05594728933071,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
KRITINUT,86.45,102.99,C+D,102.99,102.99,435.68,108.5,-16.05981163219729,16.05981163219729,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DCAL,188.3,224.4,C,224.4,233.85,2977.91,321.95,-16.087344028520494,16.087344028520494,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
ADANIGREEN,1369.0,1631.5,C+D,1631.5,1631.5,228735.64,1631.5,-16.089488201041984,16.089488201041984,5,8,"c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
RVTH,720.6,859.0,C+D,859.0,859.0,219.23,1300.0,-16.11175785797439,16.11175785797439,4,8,"c04,c05,c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
BSL,124.0,147.85,C,147.85,151.0,128.39,208.0,-16.131214068312474,16.131214068312474,3,8,"c04,c05,c06,c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
HATHWAY,10.81,12.89,C+D,12.89,12.89,1884.75,15.25,-16.13653995345229,16.13653995345229,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
VMM,108.6,129.5,C+D,129.5,129.5,50996.51,157.6,-16.13899613899614,16.13899613899614,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
TPLPLASTEH,75.74,90.33,C+D,90.33,90.33,597.55,90.33,-16.15188752352486,16.15188752352486,4,8,"c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
INSECTICID,649.8,775.0,C+D,775.0,775.0,1896.74,1058.8,-16.154838709677424,16.154838709677424,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
HPL,339.5,405.0,C+D,405.0,405.0,2205.3,597.65,-16.17283950617284,16.17283950617284,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
BAJAJHCARE,330.25,394.0,C+D,394.0,394.0,1101.06,515.9,-16.18020304568528,16.18020304568528,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
GENUSPAPER,12.47,14.88,C+D,14.88,14.88,330.17,20.7,-16.196236559139784,16.196236559139784,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
KAMATHOTEL,167.26,199.6,C,199.6,223.81,475.86,329.8,-16.202404809619242,16.202404809619242,4,8,"c04,c05,c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
HCLTECH,1357.2,1619.9,C,1619.9,1780.1,367539.01,1780.1,-16.21705043521205,16.21705043521205,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
MASFIN,300.65,358.85,C+D,358.85,358.85,5452.93,358.85,-16.21847568621988,16.21847568621988,5,8,"c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
EXICOM,153.22,182.9,C+D,182.9,182.9,2128.92,182.9,-16.227446692181523,16.227446692181523,7,8,c06,True,OTHER,,,,,,,,,,,,,,,,,,,
GUJALKALI,682.65,815.0,C+D,815.0,815.0,4987.84,815.0,-16.239263803680984,16.239263803680984,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
SAGCEM,172.09,205.48,C+D,205.48,205.48,1859.55,299.4,-16.24975666731555,16.24975666731555,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
TVSELECT,458.9,548.0,C+D,548.0,548.0,881.92,739.35,-16.259124087591246,16.259124087591246,6,8,"c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
BALAMINES,2046.1,2443.6,C+D,2443.6,2443.6,6625.39,2443.6,-16.266983139630053,16.266983139630053,7,8,c07,True,OTHER,,,,,,,,,,,,,,,,,,,
HINDCOPPER,526.25,628.7,C,628.7,658.0,52562.27,760.05,-16.29553045967871,16.29553045967871,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
POKARNA,959.0,1146.0,C,1146.0,1146.2,3038.85,1146.2,-16.31762652705061,16.31762652705061,7,8,c06,True,OTHER,,,,,,,,,,,,,,,,,,,
NDTV,76.14,91.0,C,91.0,92.0,859.14,134.5,-16.32967032967033,16.32967032967033,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
TIMKEN,3283.9,3925.0,C+D,3925.0,3925.0,25049.42,3925.0,-16.333757961783437,16.333757961783437,5,8,"c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
COALINDIA,411.0,491.25,C+D,491.25,491.25,254035.83,491.25,-16.335877862595417,16.335877862595417,5,8,"c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
VINATIORGA,1321.6,1579.9,C,1579.9,1615.0,13724.65,1849.9,-16.34913602126718,16.34913602126718,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
EXPLEOSOL,835.5,999.0,C+D,999.0,999.0,1294.14,1175.1,-16.366366366366368,16.366366366366368,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
BPL,53.51,64.0,C+D,64.0,64.0,265.6,91.28,-16.390625000000004,16.390625000000004,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
NFL,72.47,86.68,C+D,86.68,86.68,3562.45,102.97,-16.393631748961706,16.393631748961706,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
LICHSGFIN,500.0,598.2,C+D,598.2,598.2,27532.09,598.2,-16.415914409896363,16.415914409896363,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
HEMIPROP,136.91,163.85,C+D,163.85,163.85,3957.56,190.69,-16.441867561794325,16.441867561794325,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
PALASHSECU,90.66,108.5,C+D,108.5,108.5,90.28,134.8,-16.442396313364057,16.442396313364057,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
LOVABLE,72.6,86.9,C+D,86.9,86.9,107.52,104.7,-16.45569620253166,16.45569620253166,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
ONELIFECAP,33.5,40.1,C+D,40.1,40.1,117.81,40.1,-16.458852867830426,16.458852867830426,5,8,"c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
INDIACEM,392.35,469.9,C,469.9,475.0,18368.36,485.8,-16.50351138540114,16.50351138540114,7,8,c06,True,OTHER,,,,,,,,,,,,,,,,,,,
MAHABANK,78.88,94.5,C+D,94.5,94.5,60384.18,94.5,-16.529100529100536,16.529100529100536,4,8,"c06,c07,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
PENIND,161.49,193.49,C+D,193.49,193.49,2179.3,279.9,-16.538322393922165,16.538322393922165,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
DODLA,1050.8,1259.8,C+D,1259.8,1259.8,6346.23,1500.0,-16.58993491030322,16.58993491030322,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
CHEVIOT,1142.8,1370.5,C+D,1370.5,1370.5,680.44,1370.5,-16.61437431594309,16.61437431594309,6,8,"c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
IFBAGRO,980.1,1175.4,C,1175.4,1223.8,918.19,1790.0,-16.615620214395104,16.615620214395104,5,8,"c06,c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
PIIND,2751.6,3301.7,C,3301.7,3400.0,42058.68,3917.8,-16.661113971590392,16.661113971590392,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
GLOBAL,101.59,121.9,C+D,121.9,121.9,516.66,121.9,-16.661197703035278,16.661197703035278,4,8,"c06,c07,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SICALLOG,102.07,122.5,C+D,122.5,122.5,625.73,122.5,-16.677551020408167,16.677551020408167,6,8,"c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
INDTERRAIN,31.91,38.3,C,38.3,40.55,160.75,42.62,-16.684073107049603,16.684073107049603,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
LIKHITHA,226.61,272.0,C+D,272.0,272.0,899.19,272.0,-16.687499999999993,16.687499999999993,4,8,"c04,c05,c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
GUJTHEM,367.55,441.2,C+D,441.2,441.2,4015.59,479.0,-16.693109700815953,16.693109700815953,5,8,"c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
CENTRUM,26.25,31.52,C+D,31.52,31.52,1223.52,40.0,-16.71954314720812,16.71954314720812,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
GODREJCP,1033.0,1240.4,C+D,1240.4,1240.4,105177.02,1309.0,-16.720412770074176,16.720412770074176,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
VINYLINDIA,244.52,293.7,C+D,293.7,293.7,445.98,325.0,-16.74497786857337,16.74497786857337,3,8,"c04,c05,c06,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
APOLLO,388.25,466.5,C+D,466.5,466.5,13389.44,466.5,-16.773847802786708,16.773847802786708,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
NAVKARCORP,100.66,120.95,C+D,120.95,120.95,1514.34,132.5,-16.775527077304673,16.775527077304673,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
ALICON,722.9,868.95,C+D,868.95,868.95,1192.34,1022.0,-16.80764140629496,16.80764140629496,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
UFO,67.36,80.99,C+D,80.99,80.99,262.63,92.97,-16.82923817755278,16.82923817755278,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
IZMO,977.5,1175.4,C+D,1175.4,1175.4,1448.56,1374.7,-16.836821507571898,16.836821507571898,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
EMAMIPAP,111.18,133.7,C+D,133.7,133.7,690.07,133.7,-16.84367988032908,16.84367988032908,7,8,c12,False,OTHER,,,,,,,,,,,,,,,,,,,
PFS,28.77,34.6,C,34.6,34.92,1848.49,40.69,-16.849710982658962,16.849710982658962,3,8,"c04,c05,c06,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
ICICIGI,1648.8,1983.1,C+D,1983.1,1983.1,81971.25,2064.9,-16.857445413746152,16.857445413746152,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
MUTHOOTMF,218.45,262.77,C+D,262.77,262.77,3633.16,262.77,-16.866461163755375,16.866461163755375,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
SVLL,746.0,897.45,C+D,897.45,897.45,875.86,897.45,-16.87559195498357,16.87559195498357,6,8,"c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
POWERGRID,270.1,324.95,C+D,324.95,324.95,252028.87,324.95,-16.87951992614247,16.87951992614247,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
DALBHARAT,1845.0,2219.9,C+D,2219.9,2219.9,34387.86,2496.3,-16.88814811477995,16.88814811477995,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
NSLNISP,44.67,53.75,C+D,53.75,53.75,13017.85,53.75,-16.89302325581395,16.89302325581395,5,8,"c06,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
PSB,23.67,28.49,C+D,28.49,28.49,16751.84,32.46,-16.918216918216906,16.918216918216906,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
VISHWARAJ,5.4,6.5,C,6.5,6.67,110.94,10.2,-16.92307692307692,16.92307692307692,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
RIIL,754.3,908.0,C+D,908.0,908.0,1140.23,964.9,-16.927312775330403,16.927312775330403,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
TCI,937.7,1129.0,C+D,1129.0,1129.0,7246.25,1242.0,-16.94419840566873,16.94419840566873,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
SMSPHARMA,371.9,447.8,C+D,447.8,447.8,3535.31,447.8,-16.94953104064315,16.94953104064315,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
ZIMLAB,111.17,133.9,C+D,133.9,133.9,551.13,133.9,-16.975354742345036,16.975354742345036,6,8,"c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
VHLTD,127.01,153.0,C+D,153.0,153.0,865.71,155.36,-16.98692810457516,16.98692810457516,3,8,"c05,c06,c07,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
NBCC,94.85,114.29,C+D,114.29,114.29,25760.89,125.85,-17.009362148919426,17.009362148919426,3,8,"c04,c05,c06,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
MANUGRAPH,15.6,18.8,C+D,18.8,18.8,47.45,24.0,-17.021276595744688,17.021276595744688,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
AIROLAM,92.75,111.78,C+D,111.78,111.78,132.99,125.0,-17.024512435140455,17.024512435140455,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
EUROBOND,162.57,195.95,C+D,195.95,195.95,394.49,254.5,-17.03495789742281,17.03495789742281,3,8,"c04,c05,c06,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
MINDTECK,191.75,231.2,C+D,231.2,231.2,618.8,307.68,-17.063148788927332,17.063148788927332,2,8,"c04,c05,c06,c07,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
JKIL,498.65,601.3,C+D,601.3,601.3,3811.69,685.4,-17.071345418260435,17.071345418260435,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
HPIL,126.05,152.0,C+D,152.0,152.0,148.09,164.0,-17.072368421052634,17.072368421052634,3,8,"c04,c05,c06,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
INDOSTAR,242.1,292.0,C+D,292.0,292.0,3911.92,292.0,-17.089041095890412,17.089041095890412,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
TVSSRICHAK,3954.5,4770.0,C+D,4770.0,4770.0,3031.24,4775.8,-17.09643605870021,17.09643605870021,7,8,c06,True,OTHER,,,,,,,,,,,,,,,,,,,
SOLARA,514.2,620.35,C+D,620.35,620.35,2396.92,712.0,-17.11130813250584,17.11130813250584,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
ADANIPOWER,210.65,254.2,C+D,254.2,254.2,402404.16,254.2,-17.132179386309986,17.132179386309986,5,8,"c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
RADAAN,3.09,3.73,C+D,3.73,3.73,16.81,3.99,-17.158176943699736,17.158176943699736,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DTIL,136.07,164.3,C+D,164.3,164.3,139.85,211.45,-17.181984175289113,17.181984175289113,4,8,"c04,c05,c06,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DUCON,3.37,4.07,C,4.07,4.3,103.18,6.45,-17.199017199017202,17.199017199017202,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SATIN,226.89,274.14,C+D,274.14,274.14,2518.43,274.14,-17.235718975705844,17.235718975705844,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
PSPPROJECT,945.9,1143.0,C+D,1143.0,1143.0,3763.62,1143.0,-17.24409448818898,17.24409448818898,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
HINDCON,22.16,26.78,C+D,26.78,26.78,84.91,37.75,-17.251680358476477,17.251680358476477,2,8,"c04,c05,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
GMBREW,901.1,1089.0,C+D,1089.0,1089.0,2064.96,1328.8,-17.254361799816344,17.254361799816344,5,8,"c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
PANSARI,321.75,388.9,C+D,388.9,388.9,560.29,388.9,-17.2666495242993,17.2666495242993,5,8,"c06,c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
BALKRISHNA,17.37,21.0,C+D,21.0,21.0,56.08,25.97,-17.28571428571428,17.28571428571428,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
PASUPTAC,65.27,78.95,C+D,78.95,78.95,581.72,78.95,-17.3274224192527,17.3274224192527,4,8,"c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
EUREKAFORB,447.8,541.75,C,541.75,558.9,8781.78,668.3,-17.34194739270881,17.34194739270881,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
SATIA,62.3,75.39,C+D,75.39,75.39,623.83,90.7,-17.36304549675024,17.36304549675024,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SIGMA,47.25,57.2,C+D,57.2,57.2,501.91,65.5,-17.3951048951049,17.3951048951049,3,8,"c04,c06,c07,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
RAYMONDREL,607.05,734.9,C+D,734.9,734.9,4248.47,734.9,-17.396924751666898,17.396924751666898,8,8,,True,OTHER,,,,,,,,,,,,,,,,,,,
ABSLAMC,1011.8,1224.9,C+D,1224.9,1224.9,29179.25,1224.9,-17.397338558249665,17.397338558249665,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
MOTISONS,14.08,17.05,C+D,17.05,17.05,1389.81,20.81,-17.41935483870968,17.41935483870968,3,8,"c04,c05,c06,c07,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
KMSUGAR,27.85,33.73,C+D,33.73,33.73,258.7,33.73,-17.432552623777042,17.432552623777042,4,8,"c04,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
DREDGECORP,1061.8,1286.0,C+D,1286.0,1286.0,2682.97,1286.0,-17.433903576982896,17.433903576982896,5,8,"c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
MEGASTAR,323.65,392.0,C+D,392.0,392.0,362.36,392.0,-17.436224489795922,17.436224489795922,4,8,"c06,c07,c08,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
PREMIERPOL,70.55,85.45,C+D,85.45,85.45,745.29,85.45,-17.437097717963727,17.437097717963727,6,8,"c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
KIRLOSIND,3771.5,4574.8,C+D,4574.8,4574.8,3970.37,4574.8,-17.55923756229781,17.55923756229781,6,8,"c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
TATACOMM,1739.4,2110.0,C+D,2110.0,2110.0,50235.08,2110.0,-17.563981042654024,17.563981042654024,5,8,"c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
AARON,139.99,169.85,C+D,169.85,169.85,289.0,258.0,-17.580217839269935,17.580217839269935,3,8,"c04,c05,c06,c07,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
MONTECARLO,505.65,613.6,C,613.6,617.2,1062.12,860.95,-17.592894393741858,17.592894393741858,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
DEEDEV,626.2,760.0,C+D,760.0,760.0,4409.18,760.0,-17.605263157894733,17.605263157894733,6,8,"c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
ZODIACLOTH,75.71,91.9,C+D,91.9,91.9,201.87,119.45,-17.616974972796527,17.616974972796527,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
NIACL,179.56,218.0,C+D,218.0,218.0,29208.79,218.0,-17.63302752293578,17.63302752293578,7,8,c06,True,OTHER,,,,,,,,,,,,,,,,,,,
JAICORPLTD,103.17,125.35,C+D,125.35,125.35,1804.73,178.24,-17.694455524531307,17.694455524531307,4,8,"c04,c05,c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
KAYNES,3735.1,4538.6,C+D,4538.6,4538.6,24762.43,7705.0,-17.703697175340423,17.703697175340423,5,8,"c04,c05,c06",False,OTHER,,,,,,,,,,,,,,,,,,,
GTL,7.67,9.32,C+D,9.32,9.32,121.12,11.26,-17.703862660944207,17.703862660944207,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
SAIL,172.45,209.7,C+D,209.7,209.7,71301.37,209.7,-17.76347162613257,17.76347162613257,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
KOTHARIPRO,68.52,83.35,C+D,83.35,83.35,418.9,109.0,-17.79244151169766,17.79244151169766,2,8,"c04,c05,c06,c08,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
PATELENG,29.54,35.95,C+D,35.95,35.95,2691.65,41.31,-17.830319888734362,17.830319888734362,4,8,"c04,c05,c06,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
TATAPOWER,382.0,464.9,C+D,464.9,464.9,121315.71,464.9,-17.831791783179174,17.831791783179174,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
SANSTAR,112.96,137.49,C+D,137.49,137.49,2063.09,137.49,-17.841297548912657,17.841297548912657,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
NTPC,340.45,414.4,C+D,414.4,414.4,328099.74,414.4,-17.84507722007722,17.84507722007722,4,8,"c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
ONESOURCE,1575.4,1917.8,C+D,1917.8,1917.8,18158.37,1925.0,-17.853790801960574,17.853790801960574,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
BAYERCROP,4157.3,5063.0,C+D,5063.0,5063.0,18673.11,5706.0,-17.88860359470669,17.88860359470669,3,8,"c04,c05,c06,c07,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
TEXRAIL,107.35,130.75,C+D,130.75,130.75,4394.37,153.0,-17.896749521988532,17.896749521988532,4,8,"c04,c05,c06,c07",False,OTHER,,,,,,,,,,,,,,,,,,,
ARFIN,87.15,106.2,C+D,106.2,106.2,1483.16,106.2,-17.93785310734463,17.93785310734463,4,8,"c06,c07,c08,c11",False,OTHER,,,,,,,,,,,,,,,,,,,
MALUPAPER,31.84,38.8,C+D,38.8,38.8,56.29,45.57,-17.9381443298969,17.9381443298969,3,8,"c04,c05,c06,c11,c12",False,OTHER,,,,,,,,,,,,,,,,,,,
AVANTEL,162.29,197.77,C+D,197.77,197.77,4377.72,215.0,-17.94003134954746,17.94003134954746,6,8,"c06,c08",False,OTHER,,,,,,,,,,,,,,,,,,,
JUSTDIAL,687.55,838.3,C+D,838.3,838.3,5823.23,878.6,-17.982822378623407,17.982822378623407,5,8,"c04,c06,c07",True,OTHER,,,,,,,,,,,,,,,,,,,
